run,protein_id,organism,task,kind,length,matched
train_run_esm2+3di_proj_gated_conv,Q9BPA1,Conus ventricosus,peptides,true,34,True
train_run_esm2+3di_proj_gated_conv,Q9BPA1,Conus ventricosus,propeptides,true,35,True
train_run_esm2+3di_proj_gated_conv,Q3YEE1,Conus marmoreus,peptides,true,34,False
train_run_esm2+3di_proj_gated_conv,Q3YEE1,Conus marmoreus,propeptides,true,27,True
train_run_esm2+3di_proj_gated_conv,Q8IS41,Conus vexillum,peptides,true,36,False
train_run_esm2+3di_proj_gated_conv,Q8IS41,Conus vexillum,propeptides,true,30,True
train_run_esm2+3di_proj_gated_conv,Q7Z027,Conus vexillum,peptides,true,28,True
train_run_esm2+3di_proj_gated_conv,Q7Z027,Conus vexillum,propeptides,true,31,True
train_run_esm2+3di_proj_gated_conv,Q26443,Conus marmoreus,peptides,true,31,False
train_run_esm2+3di_proj_gated_conv,Q26443,Conus marmoreus,propeptides,true,27,True
train_run_esm2+3di_proj_gated_conv,Q7M761,Mus musculus,propeptides,true,29,True
train_run_esm2+3di_proj_gated_conv,P81941,Pseudopleuronectes americanus,peptides,true,25,False
train_run_esm2+3di_proj_gated_conv,P81941,Pseudopleuronectes americanus,peptides,fp_pred,32,False
train_run_esm2+3di_proj_gated_conv,P81941,Pseudopleuronectes americanus,propeptides,true,21,False
train_run_esm2+3di_proj_gated_conv,P81941,Pseudopleuronectes americanus,propeptides,fp_pred,12,False
train_run_esm2+3di_proj_gated_conv,P36491,Populus deltoides,propeptides,true,9,False
train_run_esm2+3di_proj_gated_conv,P36491,Populus deltoides,propeptides,fp_pred,7,False
train_run_esm2+3di_proj_gated_conv,Q27173,Paramecium tetraurelia,propeptides,true,29,True
train_run_esm2+3di_proj_gated_conv,Q27173,Paramecium tetraurelia,propeptides,fp_pred,50,False
train_run_esm2+3di_proj_gated_conv,A0A384E129,Conus moncuri,peptides,true,31,True
train_run_esm2+3di_proj_gated_conv,A0A384E129,Conus moncuri,propeptides,true,23,True
train_run_esm2+3di_proj_gated_conv,L0GCV8,Urodacus yaschenkoi,peptides,true,14,True
train_run_esm2+3di_proj_gated_conv,L0GCV8,Urodacus yaschenkoi,propeptides,true,39,True
train_run_esm2+3di_proj_gated_conv,S6CWV8,Tityus serrulatus,peptides,true,17,True
train_run_esm2+3di_proj_gated_conv,S6CWV8,Tityus serrulatus,peptides,fp_pred,13,False
train_run_esm2+3di_proj_gated_conv,S6CWV8,Tityus serrulatus,peptides,fp_pred,14,False
train_run_esm2+3di_proj_gated_conv,S6CWV8,Tityus serrulatus,propeptides,true,29,False
train_run_esm2+3di_proj_gated_conv,D4B5D4,Arthroderma benhamiae,propeptides,true,21,True
train_run_esm2+3di_proj_gated_conv,D4B5D4,Arthroderma benhamiae,propeptides,fp_pred,15,False
train_run_esm2+3di_proj_gated_conv,P0C589,Viola arvensis,peptides,true,33,True
train_run_esm2+3di_proj_gated_conv,P0C589,Viola arvensis,peptides,true,33,True
train_run_esm2+3di_proj_gated_conv,P0C589,Viola arvensis,peptides,fp_pred,41,False
train_run_esm2+3di_proj_gated_conv,P0C589,Viola arvensis,peptides,fp_pred,5,False
train_run_esm2+3di_proj_gated_conv,P0C589,Viola arvensis,propeptides,true,50,False
train_run_esm2+3di_proj_gated_conv,P0C589,Viola arvensis,propeptides,true,13,False
train_run_esm2+3di_proj_gated_conv,P0C589,Viola arvensis,propeptides,true,49,False
train_run_esm2+3di_proj_gated_conv,P0C589,Viola arvensis,propeptides,fp_pred,5,False
train_run_esm2+3di_proj_gated_conv,P0C589,Viola arvensis,propeptides,fp_pred,36,False
train_run_esm2+3di_proj_gated_conv,P0C589,Viola arvensis,propeptides,fp_pred,22,False
train_run_esm2+3di_proj_gated_conv,P0C589,Viola arvensis,propeptides,fp_pred,5,False
train_run_esm2+3di_proj_gated_conv,Q8X176,Neosartorya fumigata,propeptides,true,28,False
train_run_esm2+3di_proj_gated_conv,Q8X176,Neosartorya fumigata,propeptides,fp_pred,24,False
train_run_esm2+3di_proj_gated_conv,Q9BZR6,Homo sapiens,propeptides,true,26,True
train_run_esm2+3di_proj_gated_conv,Q9N0E3,Macaca fascicularis,propeptides,true,26,True
train_run_esm2+3di_proj_gated_conv,Q99PI8,Mus musculus,propeptides,true,26,True
train_run_esm2+3di_proj_gated_conv,Q99M75,Rattus norvegicus,propeptides,true,26,True
train_run_esm2+3di_proj_gated_conv,Q5K0D8,Conus striatus,peptides,true,36,True
train_run_esm2+3di_proj_gated_conv,Q5K0D8,Conus striatus,propeptides,true,20,True
train_run_esm2+3di_proj_gated_conv,Q9U651,Conus textile,peptides,true,25,True
train_run_esm2+3di_proj_gated_conv,Q9U651,Conus textile,propeptides,true,28,True
train_run_esm2+3di_proj_gated_conv,O00254,Homo sapiens,propeptides,true,17,False
train_run_esm2+3di_proj_gated_conv,Q96RI0,Homo sapiens,propeptides,true,30,False
train_run_esm2+3di_proj_gated_conv,Q9GLG4,Sus scrofa,peptides,true,11,False
train_run_esm2+3di_proj_gated_conv,Q9GLG4,Sus scrofa,peptides,true,17,False
train_run_esm2+3di_proj_gated_conv,Q9GLG4,Sus scrofa,peptides,true,34,False
train_run_esm2+3di_proj_gated_conv,Q9GLG4,Sus scrofa,peptides,true,11,False
train_run_esm2+3di_proj_gated_conv,Q9GLG4,Sus scrofa,peptides,fp_pred,18,False
train_run_esm2+3di_proj_gated_conv,Q9GLG4,Sus scrofa,peptides,fp_pred,14,False
train_run_esm2+3di_proj_gated_conv,Q9GLG4,Sus scrofa,peptides,fp_pred,35,False
train_run_esm2+3di_proj_gated_conv,P20840,Saccharomyces cerevisiae,propeptides,true,23,True
train_run_esm2+3di_proj_gated_conv,P83580,Atrax robustus,peptides,true,37,True
train_run_esm2+3di_proj_gated_conv,P83580,Atrax robustus,propeptides,true,26,True
train_run_esm2+3di_proj_gated_conv,P0DMQ0,Hadronyche modesta,propeptides,true,23,True
train_run_esm2+3di_proj_gated_conv,A5A3H2,Atrax robustus,peptides,true,37,True
train_run_esm2+3di_proj_gated_conv,A5A3H2,Atrax robustus,propeptides,true,19,True
train_run_esm2+3di_proj_gated_conv,P0DMQ2,Hadronyche modesta,propeptides,true,23,True
train_run_esm2+3di_proj_gated_conv,A5A3H3,Atrax robustus,peptides,true,37,True
train_run_esm2+3di_proj_gated_conv,A5A3H3,Atrax robustus,propeptides,true,19,True
train_run_esm2+3di_proj_gated_conv,S0F1N6,Hadronyche infensa,peptides,fp_pred,37,False
train_run_esm2+3di_proj_gated_conv,S0F1N6,Hadronyche infensa,propeptides,true,18,True
train_run_esm2+3di_proj_gated_conv,A5A3H4,Atrax robustus,peptides,true,37,True
train_run_esm2+3di_proj_gated_conv,A5A3H4,Atrax robustus,propeptides,true,19,True
train_run_esm2+3di_proj_gated_conv,P82357,Pseudacanthotermes spiniger,peptides,true,22,False
train_run_esm2+3di_proj_gated_conv,Q93XK2,Pisum sativum,propeptides,true,11,False
train_run_esm2+3di_proj_gated_conv,O18496,Styela clava,peptides,true,32,False
train_run_esm2+3di_proj_gated_conv,O18496,Styela clava,propeptides,true,26,False
train_run_esm2+3di_proj_gated_conv,O34344,Bacillus subtilis,peptides,fp_pred,33,False
train_run_esm2+3di_proj_gated_conv,O34344,Bacillus subtilis,propeptides,true,21,False
train_run_esm2+3di_proj_gated_conv,O34344,Bacillus subtilis,propeptides,fp_pred,32,False
train_run_esm2+3di_proj_gated_conv,O34344,Bacillus subtilis,propeptides,fp_pred,11,False
train_run_esm2+3di_proj_gated_conv,O34344,Bacillus subtilis,propeptides,fp_pred,7,False
train_run_esm2+3di_proj_gated_conv,P23389,Bos taurus,peptides,true,11,True
train_run_esm2+3di_proj_gated_conv,P23389,Bos taurus,peptides,true,14,True
train_run_esm2+3di_proj_gated_conv,P23389,Bos taurus,peptides,true,13,False
train_run_esm2+3di_proj_gated_conv,P23389,Bos taurus,peptides,fp_pred,20,False
train_run_esm2+3di_proj_gated_conv,P23389,Bos taurus,peptides,fp_pred,8,False
train_run_esm2+3di_proj_gated_conv,P23389,Bos taurus,peptides,fp_pred,24,False
train_run_esm2+3di_proj_gated_conv,P23389,Bos taurus,peptides,fp_pred,35,False
train_run_esm2+3di_proj_gated_conv,Q92340,Schizosaccharomyces pombe,propeptides,true,27,True
train_run_esm2+3di_proj_gated_conv,P83615,Streptomyces mobaraensis,propeptides,true,6,False
train_run_esm2+3di_proj_gated_conv,P83615,Streptomyces mobaraensis,propeptides,fp_pred,19,False
train_run_esm2+3di_proj_gated_conv,P04279,Homo sapiens,peptides,true,31,False
train_run_esm2+3di_proj_gated_conv,S0F1N0,Hadronyche infensa,peptides,fp_pred,37,False
train_run_esm2+3di_proj_gated_conv,S0F1N0,Hadronyche infensa,propeptides,true,18,True
train_run_esm2+3di_proj_gated_conv,P0DMQ4,Hadronyche modesta,peptides,true,36,True
train_run_esm2+3di_proj_gated_conv,P0DMQ4,Hadronyche modesta,propeptides,true,13,True
train_run_esm2+3di_proj_gated_conv,S0F1P1,Hadronyche versuta,peptides,true,37,False
train_run_esm2+3di_proj_gated_conv,S0F1P1,Hadronyche versuta,propeptides,true,13,True
train_run_esm2+3di_proj_gated_conv,Q99N14,Mus musculus,peptides,true,11,True
train_run_esm2+3di_proj_gated_conv,Q99N14,Mus musculus,propeptides,true,38,False
train_run_esm2+3di_proj_gated_conv,Q6ECK6,Oryctolagus cuniculus,peptides,true,10,True
train_run_esm2+3di_proj_gated_conv,Q6ECK6,Oryctolagus cuniculus,peptides,true,12,True
train_run_esm2+3di_proj_gated_conv,Q6ECK6,Oryctolagus cuniculus,propeptides,true,36,False
train_run_esm2+3di_proj_gated_conv,Q6ECK6,Oryctolagus cuniculus,propeptides,true,16,True
train_run_esm2+3di_proj_gated_conv,Q8CH01,Rattus norvegicus,peptides,true,10,True
train_run_esm2+3di_proj_gated_conv,Q8CH01,Rattus norvegicus,propeptides,true,38,False
train_run_esm2+3di_proj_gated_conv,A6ZZH2,Saccharomyces cerevisiae,propeptides,true,41,False
train_run_esm2+3di_proj_gated_conv,A6ZZH2,Saccharomyces cerevisiae,propeptides,fp_pred,25,False
train_run_esm2+3di_proj_gated_conv,Q09982,Caenorhabditis elegans,peptides,true,5,False
train_run_esm2+3di_proj_gated_conv,Q09982,Caenorhabditis elegans,peptides,true,5,False
train_run_esm2+3di_proj_gated_conv,Q09982,Caenorhabditis elegans,peptides,true,5,False
train_run_esm2+3di_proj_gated_conv,Q09982,Caenorhabditis elegans,propeptides,true,32,True
train_run_esm2+3di_proj_gated_conv,P69761,Conus victoriae,peptides,true,29,True
train_run_esm2+3di_proj_gated_conv,P69761,Conus victoriae,propeptides,true,29,True
train_run_esm2+3di_proj_gated_conv,Q9BPA3,Conus ventricosus,peptides,true,27,True
train_run_esm2+3di_proj_gated_conv,Q9BPA3,Conus ventricosus,propeptides,true,26,True
train_run_esm2+3di_proj_gated_conv,P02957,Glycine max,propeptides,true,9,False
train_run_esm2+3di_proj_gated_conv,P02957,Glycine max,propeptides,fp_pred,7,False
train_run_esm2+3di_proj_gated_conv,A4QLH5,Lobularia maritima,propeptides,true,9,False
train_run_esm2+3di_proj_gated_conv,A4QLH5,Lobularia maritima,propeptides,fp_pred,7,False
train_run_esm2+3di_proj_gated_conv,P11185,Balaenoptera edeni,peptides,true,32,False
train_run_esm2+3di_proj_gated_conv,P11185,Balaenoptera edeni,peptides,true,22,True
train_run_esm2+3di_proj_gated_conv,P11185,Balaenoptera edeni,peptides,fp_pred,25,False
train_run_esm2+3di_proj_gated_conv,Q8SWI4,Encephalitozoon cuniculi,propeptides,true,29,False
train_run_esm2+3di_proj_gated_conv,Q8SWI4,Encephalitozoon cuniculi,propeptides,fp_pred,21,False
train_run_esm2+3di_proj_gated_conv,P21852,Desulfovibrio vulgaris,propeptides,true,15,False
train_run_esm2+3di_proj_gated_conv,P21852,Desulfovibrio vulgaris,propeptides,fp_pred,5,False
train_run_esm2+3di_proj_gated_conv,Q14FH6,Populus alba,propeptides,true,9,False
train_run_esm2+3di_proj_gated_conv,Q14FH6,Populus alba,propeptides,fp_pred,7,False
train_run_esm2+3di_proj_gated_conv,A2BDG9,Gasterosteus aculeatus,propeptides,true,30,True
train_run_esm2+3di_proj_gated_conv,Q7TSP5,Mus musculus,propeptides,true,26,True
train_run_esm2+3di_proj_gated_conv,P0DQM2,Ruminococcus flavefaciens,peptides,true,42,True
train_run_esm2+3di_proj_gated_conv,P0DQM2,Ruminococcus flavefaciens,propeptides,true,38,True
train_run_esm2+3di_proj_gated_conv,P02070,Bos taurus,peptides,true,7,False
train_run_esm2+3di_proj_gated_conv,P04124,Blastochloris viridis,propeptides,true,13,False
train_run_esm2+3di_proj_gated_conv,P04124,Blastochloris viridis,propeptides,fp_pred,28,False
train_run_esm2+3di_proj_gated_conv,Q2RQ23,Rhodospirillum rubrum,propeptides,true,13,False
train_run_esm2+3di_proj_gated_conv,Q2RQ23,Rhodospirillum rubrum,propeptides,fp_pred,32,False
train_run_esm2+3di_proj_gated_conv,O09209,Agrius convolvuli,peptides,true,35,True
train_run_esm2+3di_proj_gated_conv,O09209,Agrius convolvuli,peptides,true,21,True
train_run_esm2+3di_proj_gated_conv,O09209,Agrius convolvuli,propeptides,true,24,True
train_run_esm2+3di_proj_gated_conv,Q8R5G9,Notomys alexis,peptides,true,15,False
train_run_esm2+3di_proj_gated_conv,Q8R5G9,Notomys alexis,propeptides,fp_pred,20,False
train_run_esm2+3di_proj_gated_conv,D2Y278,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2+3di_proj_gated_conv,D2Y278,Cyriopagopus hainanus,propeptides,fp_pred,48,False
train_run_esm2+3di_proj_gated_conv,D2Y296,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2+3di_proj_gated_conv,D2Y296,Cyriopagopus hainanus,propeptides,fp_pred,51,False
train_run_esm2+3di_proj_gated_conv,D2Y268,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2+3di_proj_gated_conv,D2Y268,Cyriopagopus hainanus,propeptides,fp_pred,51,False
train_run_esm2+3di_proj_gated_conv,D2Y298,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2+3di_proj_gated_conv,D2Y298,Cyriopagopus hainanus,propeptides,fp_pred,51,False
train_run_esm2+3di_proj_gated_conv,D2Y269,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2+3di_proj_gated_conv,D2Y269,Cyriopagopus hainanus,propeptides,fp_pred,51,False
train_run_esm2+3di_proj_gated_conv,P34098,Dictyostelium discoideum,propeptides,true,18,True
train_run_esm2+3di_proj_gated_conv,P0DTK0,Chartergellus communis,peptides,true,12,False
train_run_esm2+3di_proj_gated_conv,P0DTK0,Chartergellus communis,peptides,fp_pred,18,False
train_run_esm2+3di_proj_gated_conv,Q59XB0,Candida albicans,propeptides,true,24,True
train_run_esm2+3di_proj_gated_conv,P13276,Manduca sexta,propeptides,true,5,True
train_run_esm2+3di_proj_gated_conv,A6H4Q8,Vanderwaltozyma polyspora,propeptides,true,5,False
train_run_esm2+3di_proj_gated_conv,Q36258,Yarrowia lipolytica,propeptides,true,6,False
train_run_esm2+3di_proj_gated_conv,A0A5C2A2T2,Conus purpurascens,propeptides,true,33,False
train_run_esm2+3di_proj_gated_conv,Q5USN8,Viola odorata,peptides,true,30,False
train_run_esm2+3di_proj_gated_conv,Q5USN8,Viola odorata,peptides,fp_pred,37,False
train_run_esm2+3di_proj_gated_conv,Q5USN8,Viola odorata,propeptides,fp_pred,50,False
train_run_esm2+3di_proj_gated_conv,Q5USN8,Viola odorata,propeptides,fp_pred,5,False
train_run_esm2+3di_proj_gated_conv,P02545,Homo sapiens,propeptides,true,15,False
train_run_esm2+3di_proj_gated_conv,P01329,Cavia porcellus,peptides,true,30,True
train_run_esm2+3di_proj_gated_conv,P01329,Cavia porcellus,peptides,true,21,True
train_run_esm2+3di_proj_gated_conv,P01329,Cavia porcellus,propeptides,true,31,True
train_run_esm2+3di_proj_gated_conv,P67968,Meleagris gallopavo,peptides,true,30,False
train_run_esm2+3di_proj_gated_conv,P67968,Meleagris gallopavo,peptides,true,21,False
train_run_esm2+3di_proj_gated_conv,P01328,Hystrix cristata,peptides,true,30,False
train_run_esm2+3di_proj_gated_conv,P01328,Hystrix cristata,peptides,true,21,False
train_run_esm2+3di_proj_gated_conv,P42633,Anguilla rostrata,peptides,true,30,False
train_run_esm2+3di_proj_gated_conv,P42633,Anguilla rostrata,peptides,true,21,False
train_run_esm2+3di_proj_gated_conv,P58455,Oldenlandia affinis,peptides,true,30,True
train_run_esm2+3di_proj_gated_conv,P58455,Oldenlandia affinis,peptides,true,30,True
train_run_esm2+3di_proj_gated_conv,P58455,Oldenlandia affinis,propeptides,true,44,True
train_run_esm2+3di_proj_gated_conv,P58455,Oldenlandia affinis,propeptides,true,25,False
train_run_esm2+3di_proj_gated_conv,P58455,Oldenlandia affinis,propeptides,true,7,True
train_run_esm2+3di_proj_gated_conv,P58455,Oldenlandia affinis,propeptides,fp_pred,19,False
train_run_esm2+3di_proj_gated_conv,C0HLG4,Urodacus manicatus,peptides,fp_pred,33,False
train_run_esm2+3di_proj_gated_conv,C0HLG4,Urodacus manicatus,propeptides,true,14,False
train_run_esm2+3di_proj_gated_conv,C0HLG4,Urodacus manicatus,propeptides,fp_pred,8,False
train_run_esm2+3di_proj_gated_conv,O04529,Arabidopsis thaliana,propeptides,true,29,True
train_run_esm2+3di_proj_gated_conv,P35808,Schistocerca gregaria,peptides,true,8,True
train_run_esm2+3di_proj_gated_conv,P35808,Schistocerca gregaria,peptides,true,28,False
train_run_esm2+3di_proj_gated_conv,P35808,Schistocerca gregaria,propeptides,fp_pred,28,False
train_run_esm2+3di_proj_gated_conv,B6KAM0,Toxoplasma gondii,propeptides,true,18,False
train_run_esm2+3di_proj_gated_conv,Q94BT2,Arabidopsis thaliana,propeptides,true,26,True
train_run_esm2+3di_proj_gated_conv,Q3C256,Actinia equina,propeptides,true,16,True
train_run_esm2+3di_proj_gated_conv,P0DP52,Acinonyx jubatus,propeptides,true,6,True
train_run_esm2+3di_proj_gated_conv,P0DMY8,Anemonia viridis,peptides,fp_pred,43,False
train_run_esm2+3di_proj_gated_conv,P0DMY8,Anemonia viridis,propeptides,true,12,True
train_run_esm2+3di_proj_gated_conv,G0W2I1,Bunodosoma granuliferum,peptides,fp_pred,39,False
train_run_esm2+3di_proj_gated_conv,G0W2I1,Bunodosoma granuliferum,propeptides,true,17,True
train_run_esm2+3di_proj_gated_conv,P26737,Bombyx mori,peptides,true,26,True
train_run_esm2+3di_proj_gated_conv,P26737,Bombyx mori,peptides,true,21,True
train_run_esm2+3di_proj_gated_conv,P26737,Bombyx mori,propeptides,true,19,True
train_run_esm2+3di_proj_gated_conv,Q1G3I0,Arabidopsis thaliana,propeptides,true,25,True
train_run_esm2+3di_proj_gated_conv,C0HJI1,Caranx sexfasciatus,peptides,true,30,False
train_run_esm2+3di_proj_gated_conv,C0HJI1,Caranx sexfasciatus,peptides,true,21,False
train_run_esm2+3di_proj_gated_conv,A0A3S9V8L7,Conus kinoshitai,peptides,true,28,False
train_run_esm2+3di_proj_gated_conv,A0A3S9V8L7,Conus kinoshitai,peptides,true,24,True
train_run_esm2+3di_proj_gated_conv,A0A3S9V8L7,Conus kinoshitai,peptides,fp_pred,33,False
train_run_esm2+3di_proj_gated_conv,A0A3S9V8L7,Conus kinoshitai,propeptides,true,27,False
train_run_esm2+3di_proj_gated_conv,A0A3S9V8L7,Conus kinoshitai,propeptides,fp_pred,23,False
train_run_esm2+3di_proj_gated_conv,Q8UUG2,Morone chrysops,peptides,true,22,True
train_run_esm2+3di_proj_gated_conv,Q8UUG2,Morone chrysops,propeptides,true,33,True
