run,protein_id,organism,task,kind,length,matched
train_run_esm2,Q3YIX4,Canis lupus familiaris,propeptides,fp_pred,5,False
train_run_esm2,P30086,Homo sapiens,peptides,true,11,False
train_run_esm2,P30086,Homo sapiens,propeptides,fp_pred,7,False
train_run_esm2,P48737,Macaca fascicularis,peptides,true,12,False
train_run_esm2,P48737,Macaca fascicularis,propeptides,fp_pred,8,False
train_run_esm2,P70296,Mus musculus,peptides,true,11,False
train_run_esm2,P70296,Mus musculus,propeptides,fp_pred,8,False
train_run_esm2,Q5R4R0,Pongo abelii,peptides,true,12,False
train_run_esm2,Q5R4R0,Pongo abelii,propeptides,fp_pred,7,False
train_run_esm2,Q8MK67,Oryctolagus cuniculus,peptides,true,12,False
train_run_esm2,Q8MK67,Oryctolagus cuniculus,propeptides,fp_pred,8,False
train_run_esm2,P31044,Rattus norvegicus,peptides,true,11,False
train_run_esm2,P31044,Rattus norvegicus,propeptides,fp_pred,8,False
train_run_esm2,P52719,Aspergillus phoenicis,propeptides,true,34,False
train_run_esm2,P52719,Aspergillus phoenicis,propeptides,fp_pred,28,False
train_run_esm2,Q9FZ54,Arabidopsis thaliana,peptides,true,15,True
train_run_esm2,Q9FZ54,Arabidopsis thaliana,peptides,fp_pred,18,False
train_run_esm2,Q9FZ54,Arabidopsis thaliana,propeptides,fp_pred,21,False
train_run_esm2,Q52K95,Arabidopsis thaliana,peptides,true,15,True
train_run_esm2,P69560,Spinacia oleracea,propeptides,true,9,False
train_run_esm2,P69560,Spinacia oleracea,propeptides,fp_pred,10,False
train_run_esm2,P32036,Cuscuta reflexa,propeptides,true,9,False
train_run_esm2,P32036,Cuscuta reflexa,propeptides,fp_pred,10,False
train_run_esm2,O18495,Styela clava,peptides,true,32,False
train_run_esm2,O18495,Styela clava,peptides,fp_pred,20,False
train_run_esm2,O18495,Styela clava,propeptides,true,26,False
train_run_esm2,O18495,Styela clava,propeptides,fp_pred,39,False
train_run_esm2,F8S0Z7,Crotalus adamanteus,propeptides,true,24,True
train_run_esm2,B6EWW8,Gloydius brevicaudus,propeptides,true,24,True
train_run_esm2,Q5AJC0,Candida albicans,propeptides,true,30,False
train_run_esm2,Q5AJC0,Candida albicans,propeptides,fp_pred,26,False
train_run_esm2,P07911,Homo sapiens,propeptides,true,26,True
train_run_esm2,P48733,Bos taurus,propeptides,true,22,False
train_run_esm2,P48733,Bos taurus,propeptides,fp_pred,27,False
train_run_esm2,Q862Z3,Canis lupus familiaris,propeptides,true,22,False
train_run_esm2,Q862Z3,Canis lupus familiaris,propeptides,fp_pred,26,False
train_run_esm2,Q91X17,Mus musculus,propeptides,true,24,True
train_run_esm2,Q5R5C1,Pongo abelii,propeptides,true,27,True
train_run_esm2,P27590,Rattus norvegicus,propeptides,true,29,True
train_run_esm2,Q5USN7,Viola odorata,peptides,true,29,True
train_run_esm2,Q5USN7,Viola odorata,peptides,true,29,True
train_run_esm2,Q5USN7,Viola odorata,peptides,true,29,False
train_run_esm2,Q5USN7,Viola odorata,peptides,fp_pred,30,False
train_run_esm2,Q5USN7,Viola odorata,propeptides,true,46,True
train_run_esm2,Q5USN7,Viola odorata,propeptides,true,25,False
train_run_esm2,Q5USN7,Viola odorata,propeptides,true,25,False
train_run_esm2,Q5USN7,Viola odorata,propeptides,fp_pred,18,False
train_run_esm2,Q5USN7,Viola odorata,propeptides,fp_pred,18,False
train_run_esm2,P0C8W1,Hoffmannihadrurus gertschi,peptides,true,13,True
train_run_esm2,P0C8W1,Hoffmannihadrurus gertschi,propeptides,true,32,True
train_run_esm2,Q9BPA1,Conus ventricosus,peptides,true,34,True
train_run_esm2,Q9BPA1,Conus ventricosus,propeptides,true,35,True
train_run_esm2,Q3YEE1,Conus marmoreus,peptides,true,34,False
train_run_esm2,Q3YEE1,Conus marmoreus,peptides,fp_pred,18,False
train_run_esm2,Q3YEE1,Conus marmoreus,propeptides,true,27,True
train_run_esm2,Q8IS41,Conus vexillum,peptides,true,36,False
train_run_esm2,Q8IS41,Conus vexillum,propeptides,true,30,True
train_run_esm2,Q7Z027,Conus vexillum,peptides,true,28,True
train_run_esm2,Q7Z027,Conus vexillum,propeptides,true,31,True
train_run_esm2,Q26443,Conus marmoreus,peptides,true,31,False
train_run_esm2,Q26443,Conus marmoreus,propeptides,true,27,True
train_run_esm2,Q7M761,Mus musculus,propeptides,true,29,False
train_run_esm2,Q7M761,Mus musculus,propeptides,fp_pred,5,False
train_run_esm2,P81941,Pseudopleuronectes americanus,peptides,true,25,True
train_run_esm2,P81941,Pseudopleuronectes americanus,propeptides,true,21,True
train_run_esm2,P36491,Populus deltoides,propeptides,true,9,False
train_run_esm2,P36491,Populus deltoides,propeptides,fp_pred,10,False
train_run_esm2,Q27173,Paramecium tetraurelia,propeptides,true,29,True
train_run_esm2,Q27173,Paramecium tetraurelia,propeptides,fp_pred,42,False
train_run_esm2,A0A384E129,Conus moncuri,peptides,true,31,True
train_run_esm2,A0A384E129,Conus moncuri,propeptides,true,23,True
train_run_esm2,L0GCV8,Urodacus yaschenkoi,peptides,true,14,True
train_run_esm2,L0GCV8,Urodacus yaschenkoi,propeptides,true,39,True
train_run_esm2,S6CWV8,Tityus serrulatus,peptides,true,17,True
train_run_esm2,S6CWV8,Tityus serrulatus,propeptides,true,29,True
train_run_esm2,D4B5D4,Arthroderma benhamiae,propeptides,true,21,True
train_run_esm2,P0C589,Viola arvensis,peptides,true,33,True
train_run_esm2,P0C589,Viola arvensis,peptides,true,33,True
train_run_esm2,P0C589,Viola arvensis,propeptides,true,50,True
train_run_esm2,P0C589,Viola arvensis,propeptides,true,13,False
train_run_esm2,P0C589,Viola arvensis,propeptides,true,49,False
train_run_esm2,P0C589,Viola arvensis,propeptides,fp_pred,48,False
train_run_esm2,Q8X176,Neosartorya fumigata,propeptides,true,28,False
train_run_esm2,Q8X176,Neosartorya fumigata,propeptides,fp_pred,24,False
train_run_esm2,Q9BZR6,Homo sapiens,propeptides,true,26,True
train_run_esm2,Q9N0E3,Macaca fascicularis,propeptides,true,26,True
train_run_esm2,Q99PI8,Mus musculus,propeptides,true,26,True
train_run_esm2,Q99M75,Rattus norvegicus,propeptides,true,26,True
train_run_esm2,Q5K0D8,Conus striatus,peptides,true,36,True
train_run_esm2,Q5K0D8,Conus striatus,propeptides,true,20,True
train_run_esm2,Q9U651,Conus textile,peptides,true,25,False
train_run_esm2,Q9U651,Conus textile,propeptides,true,28,True
train_run_esm2,O00254,Homo sapiens,propeptides,true,17,False
train_run_esm2,O00254,Homo sapiens,propeptides,fp_pred,32,False
train_run_esm2,O00254,Homo sapiens,propeptides,fp_pred,5,False
train_run_esm2,Q96RI0,Homo sapiens,propeptides,true,30,False
train_run_esm2,Q96RI0,Homo sapiens,propeptides,fp_pred,42,False
train_run_esm2,Q96RI0,Homo sapiens,propeptides,fp_pred,5,False
train_run_esm2,Q9GLG4,Sus scrofa,peptides,true,11,False
train_run_esm2,Q9GLG4,Sus scrofa,peptides,true,17,False
train_run_esm2,Q9GLG4,Sus scrofa,peptides,true,34,False
train_run_esm2,Q9GLG4,Sus scrofa,peptides,true,11,False
train_run_esm2,Q9GLG4,Sus scrofa,peptides,fp_pred,21,False
train_run_esm2,Q9GLG4,Sus scrofa,peptides,fp_pred,13,False
train_run_esm2,Q9GLG4,Sus scrofa,peptides,fp_pred,8,False
train_run_esm2,Q9GLG4,Sus scrofa,peptides,fp_pred,14,False
train_run_esm2,Q9GLG4,Sus scrofa,peptides,fp_pred,34,False
train_run_esm2,P20840,Saccharomyces cerevisiae,propeptides,true,23,True
train_run_esm2,P83580,Atrax robustus,peptides,true,37,True
train_run_esm2,P83580,Atrax robustus,propeptides,true,26,True
train_run_esm2,P0DMQ0,Hadronyche modesta,peptides,fp_pred,37,False
train_run_esm2,P0DMQ0,Hadronyche modesta,propeptides,true,23,True
train_run_esm2,A5A3H2,Atrax robustus,peptides,true,37,True
train_run_esm2,A5A3H2,Atrax robustus,propeptides,true,19,True
train_run_esm2,P0DMQ2,Hadronyche modesta,peptides,fp_pred,37,False
train_run_esm2,P0DMQ2,Hadronyche modesta,propeptides,true,23,True
train_run_esm2,A5A3H3,Atrax robustus,peptides,true,37,True
train_run_esm2,A5A3H3,Atrax robustus,propeptides,true,19,True
train_run_esm2,S0F1N6,Hadronyche infensa,peptides,fp_pred,37,False
train_run_esm2,S0F1N6,Hadronyche infensa,propeptides,true,18,True
train_run_esm2,A5A3H4,Atrax robustus,peptides,true,37,True
train_run_esm2,A5A3H4,Atrax robustus,propeptides,true,19,True
train_run_esm2,P82357,Pseudacanthotermes spiniger,peptides,true,22,True
train_run_esm2,Q93XK2,Pisum sativum,propeptides,true,11,False
train_run_esm2,O18496,Styela clava,peptides,true,32,False
train_run_esm2,O18496,Styela clava,peptides,fp_pred,20,False
train_run_esm2,O18496,Styela clava,propeptides,true,26,False
train_run_esm2,O18496,Styela clava,propeptides,fp_pred,39,False
train_run_esm2,O34344,Bacillus subtilis,propeptides,true,21,False
train_run_esm2,P23389,Bos taurus,peptides,true,11,True
train_run_esm2,P23389,Bos taurus,peptides,true,14,True
train_run_esm2,P23389,Bos taurus,peptides,true,13,False
train_run_esm2,P23389,Bos taurus,peptides,fp_pred,45,False
train_run_esm2,P23389,Bos taurus,peptides,fp_pred,38,False
train_run_esm2,P23389,Bos taurus,peptides,fp_pred,47,False
train_run_esm2,P23389,Bos taurus,peptides,fp_pred,34,False
train_run_esm2,P23389,Bos taurus,peptides,fp_pred,8,False
train_run_esm2,P23389,Bos taurus,peptides,fp_pred,20,False
train_run_esm2,P23389,Bos taurus,peptides,fp_pred,8,False
train_run_esm2,P23389,Bos taurus,peptides,fp_pred,22,False
train_run_esm2,Q92340,Schizosaccharomyces pombe,propeptides,true,27,True
train_run_esm2,P83615,Streptomyces mobaraensis,propeptides,true,6,False
train_run_esm2,P83615,Streptomyces mobaraensis,propeptides,fp_pred,5,False
train_run_esm2,P04279,Homo sapiens,peptides,true,31,False
train_run_esm2,S0F1N0,Hadronyche infensa,peptides,fp_pred,37,False
train_run_esm2,S0F1N0,Hadronyche infensa,propeptides,true,18,True
train_run_esm2,P0DMQ4,Hadronyche modesta,peptides,true,36,True
train_run_esm2,P0DMQ4,Hadronyche modesta,propeptides,true,13,True
train_run_esm2,S0F1P1,Hadronyche versuta,peptides,true,37,True
train_run_esm2,S0F1P1,Hadronyche versuta,propeptides,true,13,True
train_run_esm2,Q99N14,Mus musculus,peptides,true,11,True
train_run_esm2,Q99N14,Mus musculus,propeptides,true,38,False
train_run_esm2,Q99N14,Mus musculus,propeptides,fp_pred,34,False
train_run_esm2,Q6ECK6,Oryctolagus cuniculus,peptides,true,10,True
train_run_esm2,Q6ECK6,Oryctolagus cuniculus,peptides,true,12,True
train_run_esm2,Q6ECK6,Oryctolagus cuniculus,propeptides,true,36,False
train_run_esm2,Q6ECK6,Oryctolagus cuniculus,propeptides,true,16,True
train_run_esm2,Q8CH01,Rattus norvegicus,peptides,true,10,True
train_run_esm2,Q8CH01,Rattus norvegicus,propeptides,true,38,True
train_run_esm2,A6ZZH2,Saccharomyces cerevisiae,propeptides,true,41,False
train_run_esm2,A6ZZH2,Saccharomyces cerevisiae,propeptides,fp_pred,26,False
train_run_esm2,Q09982,Caenorhabditis elegans,peptides,true,5,False
train_run_esm2,Q09982,Caenorhabditis elegans,peptides,true,5,False
train_run_esm2,Q09982,Caenorhabditis elegans,peptides,true,5,False
train_run_esm2,Q09982,Caenorhabditis elegans,propeptides,true,32,True
train_run_esm2,P69761,Conus victoriae,peptides,true,29,True
train_run_esm2,P69761,Conus victoriae,propeptides,true,29,True
train_run_esm2,Q9BPA3,Conus ventricosus,peptides,true,27,True
train_run_esm2,Q9BPA3,Conus ventricosus,propeptides,true,26,True
train_run_esm2,P02957,Glycine max,propeptides,true,9,False
train_run_esm2,P02957,Glycine max,propeptides,fp_pred,11,False
train_run_esm2,A4QLH5,Lobularia maritima,propeptides,true,9,False
train_run_esm2,A4QLH5,Lobularia maritima,propeptides,fp_pred,10,False
train_run_esm2,P11185,Balaenoptera edeni,peptides,true,32,False
train_run_esm2,P11185,Balaenoptera edeni,peptides,true,22,False
train_run_esm2,P11185,Balaenoptera edeni,peptides,fp_pred,49,False
train_run_esm2,P11185,Balaenoptera edeni,propeptides,fp_pred,5,False
train_run_esm2,Q8SWI4,Encephalitozoon cuniculi,propeptides,true,29,False
train_run_esm2,Q8SWI4,Encephalitozoon cuniculi,propeptides,fp_pred,21,False
train_run_esm2,P21852,Desulfovibrio vulgaris,propeptides,true,15,False
train_run_esm2,P21852,Desulfovibrio vulgaris,propeptides,fp_pred,18,False
train_run_esm2,Q14FH6,Populus alba,propeptides,true,9,False
train_run_esm2,Q14FH6,Populus alba,propeptides,fp_pred,10,False
train_run_esm2,A2BDG9,Gasterosteus aculeatus,propeptides,true,30,True
train_run_esm2,Q7TSP5,Mus musculus,propeptides,true,26,True
train_run_esm2,P0DQM2,Ruminococcus flavefaciens,peptides,true,42,True
train_run_esm2,P0DQM2,Ruminococcus flavefaciens,propeptides,true,38,True
train_run_esm2,P02070,Bos taurus,peptides,true,7,False
train_run_esm2,P02070,Bos taurus,propeptides,fp_pred,5,False
train_run_esm2,P04124,Blastochloris viridis,propeptides,true,13,False
train_run_esm2,P04124,Blastochloris viridis,propeptides,fp_pred,9,False
train_run_esm2,Q2RQ23,Rhodospirillum rubrum,propeptides,true,13,False
train_run_esm2,Q2RQ23,Rhodospirillum rubrum,propeptides,fp_pred,20,False
train_run_esm2,Q2RQ23,Rhodospirillum rubrum,propeptides,fp_pred,18,False
train_run_esm2,O09209,Agrius convolvuli,peptides,true,35,True
train_run_esm2,O09209,Agrius convolvuli,peptides,true,21,True
train_run_esm2,O09209,Agrius convolvuli,propeptides,true,24,True
train_run_esm2,Q8R5G9,Notomys alexis,peptides,true,15,False
train_run_esm2,Q8R5G9,Notomys alexis,propeptides,fp_pred,26,False
train_run_esm2,D2Y278,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y278,Cyriopagopus hainanus,propeptides,fp_pred,29,False
train_run_esm2,D2Y296,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y296,Cyriopagopus hainanus,propeptides,fp_pred,29,False
train_run_esm2,D2Y268,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y268,Cyriopagopus hainanus,propeptides,fp_pred,29,False
train_run_esm2,D2Y298,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y298,Cyriopagopus hainanus,propeptides,fp_pred,29,False
train_run_esm2,D2Y269,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y269,Cyriopagopus hainanus,propeptides,fp_pred,29,False
train_run_esm2,P34098,Dictyostelium discoideum,propeptides,true,18,True
train_run_esm2,P0DTK0,Chartergellus communis,peptides,true,12,False
train_run_esm2,P0DTK0,Chartergellus communis,peptides,fp_pred,18,False
train_run_esm2,Q59XB0,Candida albicans,propeptides,true,24,True
train_run_esm2,P13276,Manduca sexta,propeptides,true,5,False
train_run_esm2,A6H4Q8,Vanderwaltozyma polyspora,propeptides,true,5,False
train_run_esm2,Q36258,Yarrowia lipolytica,propeptides,true,6,True
train_run_esm2,A0A5C2A2T2,Conus purpurascens,peptides,fp_pred,17,False
train_run_esm2,A0A5C2A2T2,Conus purpurascens,propeptides,true,33,False
train_run_esm2,Q5USN8,Viola odorata,peptides,true,30,False
train_run_esm2,Q5USN8,Viola odorata,peptides,fp_pred,34,False
train_run_esm2,Q5USN8,Viola odorata,propeptides,fp_pred,41,False
train_run_esm2,Q5USN8,Viola odorata,propeptides,fp_pred,18,False
train_run_esm2,P02545,Homo sapiens,propeptides,true,15,False
train_run_esm2,P01329,Cavia porcellus,peptides,true,30,True
train_run_esm2,P01329,Cavia porcellus,peptides,true,21,True
train_run_esm2,P01329,Cavia porcellus,propeptides,true,31,True
train_run_esm2,P67968,Meleagris gallopavo,peptides,true,30,False
train_run_esm2,P67968,Meleagris gallopavo,peptides,true,21,False
train_run_esm2,P01328,Hystrix cristata,peptides,true,30,False
train_run_esm2,P01328,Hystrix cristata,peptides,true,21,False
train_run_esm2,P01328,Hystrix cristata,propeptides,fp_pred,5,False
train_run_esm2,P42633,Anguilla rostrata,peptides,true,30,False
train_run_esm2,P42633,Anguilla rostrata,peptides,true,21,False
train_run_esm2,P58455,Oldenlandia affinis,peptides,true,30,True
train_run_esm2,P58455,Oldenlandia affinis,peptides,true,30,True
train_run_esm2,P58455,Oldenlandia affinis,propeptides,true,44,False
train_run_esm2,P58455,Oldenlandia affinis,propeptides,true,25,True
train_run_esm2,P58455,Oldenlandia affinis,propeptides,true,7,False
train_run_esm2,P58455,Oldenlandia affinis,propeptides,fp_pred,30,False
train_run_esm2,C0HLG4,Urodacus manicatus,peptides,fp_pred,33,False
train_run_esm2,C0HLG4,Urodacus manicatus,propeptides,true,14,False
train_run_esm2,C0HLG4,Urodacus manicatus,propeptides,fp_pred,8,False
train_run_esm2,O04529,Arabidopsis thaliana,propeptides,true,29,True
train_run_esm2,O04529,Arabidopsis thaliana,propeptides,fp_pred,16,False
train_run_esm2,P35808,Schistocerca gregaria,peptides,true,8,True
train_run_esm2,P35808,Schistocerca gregaria,peptides,true,28,False
train_run_esm2,P35808,Schistocerca gregaria,propeptides,fp_pred,29,False
train_run_esm2,B6KAM0,Toxoplasma gondii,propeptides,true,18,False
train_run_esm2,Q94BT2,Arabidopsis thaliana,propeptides,true,26,True
train_run_esm2,Q3C256,Actinia equina,propeptides,true,16,True
train_run_esm2,P0DP52,Acinonyx jubatus,propeptides,true,6,False
train_run_esm2,P0DMY8,Anemonia viridis,peptides,fp_pred,43,False
train_run_esm2,P0DMY8,Anemonia viridis,propeptides,true,12,True
train_run_esm2,G0W2I1,Bunodosoma granuliferum,peptides,fp_pred,39,False
train_run_esm2,G0W2I1,Bunodosoma granuliferum,propeptides,true,17,True
train_run_esm2,P26737,Bombyx mori,peptides,true,26,True
train_run_esm2,P26737,Bombyx mori,peptides,true,21,True
train_run_esm2,P26737,Bombyx mori,propeptides,true,19,True
train_run_esm2,Q1G3I0,Arabidopsis thaliana,propeptides,true,25,True
train_run_esm2,C0HJI1,Caranx sexfasciatus,peptides,true,30,False
train_run_esm2,C0HJI1,Caranx sexfasciatus,peptides,true,21,False
train_run_esm2,C0HJI1,Caranx sexfasciatus,peptides,fp_pred,46,False
train_run_esm2,A0A3S9V8L7,Conus kinoshitai,peptides,true,28,False
train_run_esm2,A0A3S9V8L7,Conus kinoshitai,peptides,true,24,True
train_run_esm2,A0A3S9V8L7,Conus kinoshitai,peptides,fp_pred,33,False
train_run_esm2,A0A3S9V8L7,Conus kinoshitai,propeptides,true,27,True
train_run_esm2,Q8UUG2,Morone chrysops,peptides,true,22,True
train_run_esm2,Q8UUG2,Morone chrysops,propeptides,true,33,True
train_run_esm2,P58454,Oldenlandia affinis,peptides,true,29,True
train_run_esm2,P58454,Oldenlandia affinis,peptides,true,29,True
train_run_esm2,P58454,Oldenlandia affinis,peptides,true,29,True
train_run_esm2,P58454,Oldenlandia affinis,propeptides,true,44,True
train_run_esm2,P58454,Oldenlandia affinis,propeptides,true,25,False
train_run_esm2,P58454,Oldenlandia affinis,propeptides,true,25,False
train_run_esm2,P58454,Oldenlandia affinis,propeptides,true,7,False
train_run_esm2,Q1EAR5,Coccidioides immitis,propeptides,true,29,True
train_run_esm2,P26736,Bombyx mori,peptides,true,27,True
train_run_esm2,P26736,Bombyx mori,peptides,true,20,True
train_run_esm2,P26736,Bombyx mori,propeptides,true,21,True
train_run_esm2,Q9SI57,Arabidopsis thaliana,peptides,true,13,True
train_run_esm2,Q9SI57,Arabidopsis thaliana,propeptides,true,7,True
train_run_esm2,D2Y293,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y293,Cyriopagopus hainanus,propeptides,fp_pred,30,False
train_run_esm2,D2Y276,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y276,Cyriopagopus hainanus,propeptides,fp_pred,29,False
train_run_esm2,D2Y294,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y294,Cyriopagopus hainanus,propeptides,fp_pred,29,False
train_run_esm2,D2Y265,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y265,Cyriopagopus hainanus,propeptides,fp_pred,51,False
train_run_esm2,D2Y280,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y280,Cyriopagopus hainanus,propeptides,fp_pred,29,False
train_run_esm2,D2Y275,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y275,Cyriopagopus hainanus,propeptides,fp_pred,29,False
train_run_esm2,D2Y2P3,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y2P3,Cyriopagopus hainanus,propeptides,fp_pred,29,False
train_run_esm2,Q7T273,Danio rerio,peptides,true,25,True
train_run_esm2,Q7T273,Danio rerio,propeptides,true,40,True
train_run_esm2,A1Z0M0,Larimichthys crocea,peptides,true,21,True
train_run_esm2,A1Z0M0,Larimichthys crocea,propeptides,true,40,True
train_run_esm2,Q80T19,Mus musculus,peptides,true,25,True
train_run_esm2,Q80T19,Mus musculus,propeptides,true,27,False
train_run_esm2,Q80T19,Mus musculus,propeptides,fp_pred,35,False
train_run_esm2,P01314,Balaenoptera borealis,peptides,true,30,False
train_run_esm2,P01314,Balaenoptera borealis,peptides,true,21,False
train_run_esm2,P69046,Lophius piscatorius,peptides,true,30,False
train_run_esm2,P69046,Lophius piscatorius,peptides,true,21,False
train_run_esm2,P69046,Lophius piscatorius,peptides,fp_pred,40,False
train_run_esm2,P81423,Acipenser gueldenstaedtii,peptides,true,31,False
train_run_esm2,P81423,Acipenser gueldenstaedtii,peptides,true,21,False
train_run_esm2,P68989,Oncorhynchus gorbuscha,peptides,true,29,False
train_run_esm2,P68989,Oncorhynchus gorbuscha,peptides,true,21,False
train_run_esm2,P68989,Oncorhynchus gorbuscha,peptides,fp_pred,48,False
train_run_esm2,P58457,Oldenlandia affinis,peptides,true,29,False
train_run_esm2,P58457,Oldenlandia affinis,peptides,fp_pred,36,False
train_run_esm2,P58457,Oldenlandia affinis,propeptides,true,47,False
train_run_esm2,P58457,Oldenlandia affinis,propeptides,true,7,False
train_run_esm2,P58457,Oldenlandia affinis,propeptides,fp_pred,53,False
train_run_esm2,P39690,Saccharomyces cerevisiae,propeptides,true,9,False
train_run_esm2,Q6Z4G8,Oryza sativa subsp. japonica,propeptides,true,26,True
train_run_esm2,Q6Z4G7,Oryza sativa subsp. japonica,propeptides,true,25,True
train_run_esm2,Q9XVX1,Caenorhabditis elegans,peptides,true,7,True
train_run_esm2,Q9XVX1,Caenorhabditis elegans,peptides,fp_pred,9,False
train_run_esm2,Q9XVX1,Caenorhabditis elegans,propeptides,true,47,False
train_run_esm2,Q9XVX1,Caenorhabditis elegans,propeptides,true,10,False
train_run_esm2,P34405,Caenorhabditis elegans,peptides,true,10,False
train_run_esm2,P34405,Caenorhabditis elegans,peptides,fp_pred,16,False
train_run_esm2,P34405,Caenorhabditis elegans,propeptides,true,12,False
train_run_esm2,P34405,Caenorhabditis elegans,propeptides,true,34,True
train_run_esm2,P34405,Caenorhabditis elegans,propeptides,fp_pred,5,False
train_run_esm2,Q5A6U1,Candida albicans,propeptides,true,24,True
train_run_esm2,P01322,Rattus norvegicus,peptides,true,30,True
train_run_esm2,P01322,Rattus norvegicus,peptides,true,21,True
train_run_esm2,P01322,Rattus norvegicus,propeptides,true,31,True
train_run_esm2,Q26474,Schistocerca americana,propeptides,true,17,True
train_run_esm2,P20736,Rhipicephalus microplus,propeptides,true,23,True
train_run_esm2,P33720,Samia cynthia,peptides,true,26,True
train_run_esm2,P33720,Samia cynthia,peptides,true,21,True
train_run_esm2,P33720,Samia cynthia,propeptides,true,29,True
train_run_esm2,Q92223,Emericella nidulans,propeptides,true,25,True
train_run_esm2,P00410,Saccharomyces cerevisiae,propeptides,true,15,True
train_run_esm2,D2Y277,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y277,Cyriopagopus hainanus,propeptides,fp_pred,29,False
train_run_esm2,D2Y257,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y257,Cyriopagopus hainanus,propeptides,fp_pred,24,False
train_run_esm2,D2Y259,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y259,Cyriopagopus hainanus,propeptides,fp_pred,29,False
train_run_esm2,D2Y271,Cyriopagopus hainanus,peptides,true,42,False
train_run_esm2,D2Y271,Cyriopagopus hainanus,propeptides,fp_pred,29,False
train_run_esm2,D2Y290,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y290,Cyriopagopus hainanus,propeptides,fp_pred,29,False
train_run_esm2,D2Y274,Cyriopagopus hainanus,peptides,true,39,False
train_run_esm2,D2Y274,Cyriopagopus hainanus,propeptides,fp_pred,29,False
train_run_esm2,D2Y274,Cyriopagopus hainanus,propeptides,fp_pred,5,False
train_run_esm2,Q99MH3,Rattus norvegicus,peptides,true,25,True
