run,protein_id,organism,task,kind,length,matched
esmc6b_3di_widehead,B6EWW8,Gloydius brevicaudus,propeptides,true,24,True
esmc6b_3di_widehead,B6EWW8,Gloydius brevicaudus,propeptides,tp_pred,24,True
esmc6b_3di_widehead,Q5AJC0,Candida albicans,propeptides,true,30,False
esmc6b_3di_widehead,Q5AJC0,Candida albicans,propeptides,fp_pred,26,False
esmc6b_3di_widehead,P07911,Homo sapiens,propeptides,true,26,False
esmc6b_3di_widehead,P07911,Homo sapiens,propeptides,fp_pred,22,False
esmc6b_3di_widehead,P48733,Bos taurus,propeptides,true,22,False
esmc6b_3di_widehead,P48733,Bos taurus,propeptides,fp_pred,27,False
esmc6b_3di_widehead,Q862Z3,Canis lupus familiaris,propeptides,true,22,True
esmc6b_3di_widehead,Q862Z3,Canis lupus familiaris,propeptides,tp_pred,21,True
esmc6b_3di_widehead,Q91X17,Mus musculus,propeptides,true,24,True
esmc6b_3di_widehead,Q91X17,Mus musculus,propeptides,tp_pred,25,True
esmc6b_3di_widehead,Q5R5C1,Pongo abelii,propeptides,true,27,True
esmc6b_3di_widehead,Q5R5C1,Pongo abelii,propeptides,tp_pred,27,True
esmc6b_3di_widehead,P27590,Rattus norvegicus,propeptides,true,29,False
esmc6b_3di_widehead,P27590,Rattus norvegicus,propeptides,fp_pred,25,False
esmc6b_3di_widehead,Q5USN7,Viola odorata,peptides,true,29,False
esmc6b_3di_widehead,Q5USN7,Viola odorata,peptides,true,29,False
esmc6b_3di_widehead,Q5USN7,Viola odorata,peptides,true,29,False
esmc6b_3di_widehead,Q5USN7,Viola odorata,propeptides,true,46,True
esmc6b_3di_widehead,Q5USN7,Viola odorata,propeptides,true,25,True
esmc6b_3di_widehead,Q5USN7,Viola odorata,propeptides,true,25,True
esmc6b_3di_widehead,Q5USN7,Viola odorata,propeptides,tp_pred,46,True
esmc6b_3di_widehead,Q5USN7,Viola odorata,propeptides,tp_pred,22,True
esmc6b_3di_widehead,Q5USN7,Viola odorata,propeptides,tp_pred,25,True
esmc6b_3di_widehead,Q5USN7,Viola odorata,propeptides,fp_pred,5,False
esmc6b_3di_widehead,P0C8W1,Hoffmannihadrurus gertschi,peptides,true,13,True
esmc6b_3di_widehead,P0C8W1,Hoffmannihadrurus gertschi,peptides,tp_pred,13,True
esmc6b_3di_widehead,P0C8W1,Hoffmannihadrurus gertschi,propeptides,true,32,True
esmc6b_3di_widehead,P0C8W1,Hoffmannihadrurus gertschi,propeptides,tp_pred,32,True
esmc6b_3di_widehead,Q9BPA1,Conus ventricosus,peptides,true,34,True
esmc6b_3di_widehead,Q9BPA1,Conus ventricosus,peptides,tp_pred,34,True
esmc6b_3di_widehead,Q9BPA1,Conus ventricosus,propeptides,true,35,True
esmc6b_3di_widehead,Q9BPA1,Conus ventricosus,propeptides,tp_pred,35,True
esmc6b_3di_widehead,Q3YEE1,Conus marmoreus,peptides,true,34,True
esmc6b_3di_widehead,Q3YEE1,Conus marmoreus,peptides,tp_pred,34,True
esmc6b_3di_widehead,Q3YEE1,Conus marmoreus,propeptides,true,27,True
esmc6b_3di_widehead,Q3YEE1,Conus marmoreus,propeptides,tp_pred,27,True
esmc6b_3di_widehead,Q8IS41,Conus vexillum,peptides,true,36,True
esmc6b_3di_widehead,Q8IS41,Conus vexillum,peptides,tp_pred,36,True
esmc6b_3di_widehead,Q8IS41,Conus vexillum,propeptides,true,30,True
esmc6b_3di_widehead,Q8IS41,Conus vexillum,propeptides,tp_pred,28,True
esmc6b_3di_widehead,Q7Z027,Conus vexillum,peptides,true,28,True
esmc6b_3di_widehead,Q7Z027,Conus vexillum,peptides,tp_pred,30,True
esmc6b_3di_widehead,Q7Z027,Conus vexillum,propeptides,true,31,True
esmc6b_3di_widehead,Q7Z027,Conus vexillum,propeptides,tp_pred,30,True
esmc6b_3di_widehead,Q26443,Conus marmoreus,peptides,true,31,True
esmc6b_3di_widehead,Q26443,Conus marmoreus,peptides,tp_pred,31,True
esmc6b_3di_widehead,Q26443,Conus marmoreus,propeptides,true,27,True
esmc6b_3di_widehead,Q26443,Conus marmoreus,propeptides,tp_pred,29,True
esmc6b_3di_widehead,Q7M761,Mus musculus,propeptides,true,29,True
esmc6b_3di_widehead,Q7M761,Mus musculus,propeptides,tp_pred,29,True
esmc6b_3di_widehead,P81941,Pseudopleuronectes americanus,peptides,true,25,False
esmc6b_3di_widehead,P81941,Pseudopleuronectes americanus,peptides,fp_pred,32,False
esmc6b_3di_widehead,P81941,Pseudopleuronectes americanus,propeptides,true,21,False
esmc6b_3di_widehead,P81941,Pseudopleuronectes americanus,propeptides,fp_pred,12,False
esmc6b_3di_widehead,P36491,Populus deltoides,propeptides,true,9,False
esmc6b_3di_widehead,Q27173,Paramecium tetraurelia,propeptides,true,29,True
esmc6b_3di_widehead,Q27173,Paramecium tetraurelia,propeptides,tp_pred,32,True
esmc6b_3di_widehead,Q27173,Paramecium tetraurelia,propeptides,fp_pred,59,False
esmc6b_3di_widehead,A0A384E129,Conus moncuri,peptides,true,31,True
esmc6b_3di_widehead,A0A384E129,Conus moncuri,peptides,tp_pred,31,True
esmc6b_3di_widehead,A0A384E129,Conus moncuri,propeptides,true,23,True
esmc6b_3di_widehead,A0A384E129,Conus moncuri,propeptides,tp_pred,23,True
esmc6b_3di_widehead,L0GCV8,Urodacus yaschenkoi,peptides,true,14,True
esmc6b_3di_widehead,L0GCV8,Urodacus yaschenkoi,peptides,tp_pred,14,True
esmc6b_3di_widehead,L0GCV8,Urodacus yaschenkoi,propeptides,true,39,True
esmc6b_3di_widehead,L0GCV8,Urodacus yaschenkoi,propeptides,tp_pred,39,True
esmc6b_3di_widehead,S6CWV8,Tityus serrulatus,peptides,true,17,True
esmc6b_3di_widehead,S6CWV8,Tityus serrulatus,peptides,tp_pred,17,True
esmc6b_3di_widehead,S6CWV8,Tityus serrulatus,propeptides,true,29,True
esmc6b_3di_widehead,S6CWV8,Tityus serrulatus,propeptides,tp_pred,30,True
esmc6b_3di_widehead,D4B5D4,Arthroderma benhamiae,propeptides,true,21,True
esmc6b_3di_widehead,D4B5D4,Arthroderma benhamiae,propeptides,tp_pred,22,True
esmc6b_3di_widehead,P0C589,Viola arvensis,peptides,true,33,True
esmc6b_3di_widehead,P0C589,Viola arvensis,peptides,true,33,True
esmc6b_3di_widehead,P0C589,Viola arvensis,peptides,tp_pred,31,True
esmc6b_3di_widehead,P0C589,Viola arvensis,peptides,tp_pred,32,True
esmc6b_3di_widehead,P0C589,Viola arvensis,propeptides,true,50,True
esmc6b_3di_widehead,P0C589,Viola arvensis,propeptides,true,13,False
esmc6b_3di_widehead,P0C589,Viola arvensis,propeptides,true,49,False
esmc6b_3di_widehead,P0C589,Viola arvensis,propeptides,tp_pred,52,True
esmc6b_3di_widehead,Q8X176,Neosartorya fumigata,propeptides,true,28,False
esmc6b_3di_widehead,Q8X176,Neosartorya fumigata,propeptides,fp_pred,24,False
esmc6b_3di_widehead,Q9BZR6,Homo sapiens,propeptides,true,26,True
esmc6b_3di_widehead,Q9BZR6,Homo sapiens,propeptides,tp_pred,26,True
esmc6b_3di_widehead,Q9N0E3,Macaca fascicularis,propeptides,true,26,True
esmc6b_3di_widehead,Q9N0E3,Macaca fascicularis,propeptides,tp_pred,26,True
esmc6b_3di_widehead,Q99PI8,Mus musculus,propeptides,true,26,True
esmc6b_3di_widehead,Q99PI8,Mus musculus,propeptides,tp_pred,26,True
esmc6b_3di_widehead,Q99M75,Rattus norvegicus,propeptides,true,26,True
esmc6b_3di_widehead,Q99M75,Rattus norvegicus,propeptides,tp_pred,26,True
esmc6b_3di_widehead,Q5K0D8,Conus striatus,peptides,true,36,True
esmc6b_3di_widehead,Q5K0D8,Conus striatus,peptides,tp_pred,35,True
esmc6b_3di_widehead,Q5K0D8,Conus striatus,propeptides,true,20,True
esmc6b_3di_widehead,Q5K0D8,Conus striatus,propeptides,tp_pred,21,True
esmc6b_3di_widehead,Q9U651,Conus textile,peptides,true,25,True
esmc6b_3di_widehead,Q9U651,Conus textile,peptides,tp_pred,25,True
esmc6b_3di_widehead,Q9U651,Conus textile,propeptides,true,28,True
esmc6b_3di_widehead,Q9U651,Conus textile,propeptides,tp_pred,29,True
esmc6b_3di_widehead,O00254,Homo sapiens,propeptides,true,17,False
esmc6b_3di_widehead,Q96RI0,Homo sapiens,propeptides,true,30,False
esmc6b_3di_widehead,Q9GLG4,Sus scrofa,peptides,true,11,True
esmc6b_3di_widehead,Q9GLG4,Sus scrofa,peptides,true,17,False
esmc6b_3di_widehead,Q9GLG4,Sus scrofa,peptides,true,34,False
esmc6b_3di_widehead,Q9GLG4,Sus scrofa,peptides,true,11,False
esmc6b_3di_widehead,Q9GLG4,Sus scrofa,peptides,fp_pred,8,False
esmc6b_3di_widehead,Q9GLG4,Sus scrofa,peptides,fp_pred,20,False
esmc6b_3di_widehead,Q9GLG4,Sus scrofa,peptides,fp_pred,33,False
esmc6b_3di_widehead,Q9GLG4,Sus scrofa,peptides,tp_pred,11,True
esmc6b_3di_widehead,Q9GLG4,Sus scrofa,peptides,fp_pred,14,False
esmc6b_3di_widehead,P20840,Saccharomyces cerevisiae,propeptides,true,23,True
esmc6b_3di_widehead,P20840,Saccharomyces cerevisiae,propeptides,tp_pred,23,True
esmc6b_3di_widehead,P83580,Atrax robustus,peptides,true,37,True
esmc6b_3di_widehead,P83580,Atrax robustus,peptides,tp_pred,37,True
esmc6b_3di_widehead,P83580,Atrax robustus,propeptides,true,26,True
esmc6b_3di_widehead,P83580,Atrax robustus,propeptides,tp_pred,26,True
esmc6b_3di_widehead,P0DMQ0,Hadronyche modesta,peptides,fp_pred,37,False
esmc6b_3di_widehead,P0DMQ0,Hadronyche modesta,propeptides,true,23,True
esmc6b_3di_widehead,P0DMQ0,Hadronyche modesta,propeptides,tp_pred,23,True
esmc6b_3di_widehead,A5A3H2,Atrax robustus,peptides,true,37,True
esmc6b_3di_widehead,A5A3H2,Atrax robustus,peptides,tp_pred,37,True
esmc6b_3di_widehead,A5A3H2,Atrax robustus,propeptides,true,19,True
esmc6b_3di_widehead,A5A3H2,Atrax robustus,propeptides,tp_pred,17,True
esmc6b_3di_widehead,P0DMQ2,Hadronyche modesta,peptides,fp_pred,37,False
esmc6b_3di_widehead,P0DMQ2,Hadronyche modesta,propeptides,true,23,True
esmc6b_3di_widehead,P0DMQ2,Hadronyche modesta,propeptides,tp_pred,23,True
esmc6b_3di_widehead,A5A3H3,Atrax robustus,peptides,true,37,True
esmc6b_3di_widehead,A5A3H3,Atrax robustus,peptides,tp_pred,37,True
esmc6b_3di_widehead,A5A3H3,Atrax robustus,propeptides,true,19,True
esmc6b_3di_widehead,A5A3H3,Atrax robustus,propeptides,tp_pred,17,True
esmc6b_3di_widehead,S0F1N6,Hadronyche infensa,peptides,fp_pred,37,False
esmc6b_3di_widehead,S0F1N6,Hadronyche infensa,propeptides,true,18,True
esmc6b_3di_widehead,S0F1N6,Hadronyche infensa,propeptides,tp_pred,20,True
esmc6b_3di_widehead,A5A3H4,Atrax robustus,peptides,true,37,True
esmc6b_3di_widehead,A5A3H4,Atrax robustus,peptides,tp_pred,37,True
esmc6b_3di_widehead,A5A3H4,Atrax robustus,propeptides,true,19,True
esmc6b_3di_widehead,A5A3H4,Atrax robustus,propeptides,tp_pred,17,True
esmc6b_3di_widehead,P82357,Pseudacanthotermes spiniger,peptides,true,22,False
esmc6b_3di_widehead,Q93XK2,Pisum sativum,propeptides,true,11,True
esmc6b_3di_widehead,Q93XK2,Pisum sativum,propeptides,tp_pred,14,True
esmc6b_3di_widehead,O18496,Styela clava,peptides,true,32,True
esmc6b_3di_widehead,O18496,Styela clava,peptides,tp_pred,32,True
esmc6b_3di_widehead,O18496,Styela clava,propeptides,true,26,False
esmc6b_3di_widehead,O34344,Bacillus subtilis,peptides,fp_pred,36,False
esmc6b_3di_widehead,O34344,Bacillus subtilis,propeptides,true,21,False
esmc6b_3di_widehead,P23389,Bos taurus,peptides,true,11,True
esmc6b_3di_widehead,P23389,Bos taurus,peptides,true,14,True
esmc6b_3di_widehead,P23389,Bos taurus,peptides,true,13,False
esmc6b_3di_widehead,P23389,Bos taurus,peptides,fp_pred,20,False
esmc6b_3di_widehead,P23389,Bos taurus,peptides,fp_pred,33,False
esmc6b_3di_widehead,P23389,Bos taurus,peptides,tp_pred,11,True
esmc6b_3di_widehead,P23389,Bos taurus,peptides,tp_pred,14,True
esmc6b_3di_widehead,Q92340,Schizosaccharomyces pombe,propeptides,true,27,True
esmc6b_3di_widehead,Q92340,Schizosaccharomyces pombe,propeptides,tp_pred,25,True
esmc6b_3di_widehead,P83615,Streptomyces mobaraensis,propeptides,true,6,True
esmc6b_3di_widehead,P83615,Streptomyces mobaraensis,propeptides,tp_pred,7,True
esmc6b_3di_widehead,P83615,Streptomyces mobaraensis,propeptides,fp_pred,35,False
esmc6b_3di_widehead,P04279,Homo sapiens,peptides,true,31,False
esmc6b_3di_widehead,P04279,Homo sapiens,propeptides,fp_pred,7,False
esmc6b_3di_widehead,P04279,Homo sapiens,propeptides,fp_pred,18,False
esmc6b_3di_widehead,S0F1N0,Hadronyche infensa,peptides,fp_pred,37,False
esmc6b_3di_widehead,S0F1N0,Hadronyche infensa,propeptides,true,18,True
esmc6b_3di_widehead,S0F1N0,Hadronyche infensa,propeptides,tp_pred,20,True
esmc6b_3di_widehead,P0DMQ4,Hadronyche modesta,peptides,true,36,True
esmc6b_3di_widehead,P0DMQ4,Hadronyche modesta,peptides,tp_pred,36,True
esmc6b_3di_widehead,P0DMQ4,Hadronyche modesta,propeptides,true,13,True
esmc6b_3di_widehead,P0DMQ4,Hadronyche modesta,propeptides,tp_pred,13,True
esmc6b_3di_widehead,S0F1P1,Hadronyche versuta,peptides,true,37,True
esmc6b_3di_widehead,S0F1P1,Hadronyche versuta,peptides,tp_pred,37,True
esmc6b_3di_widehead,S0F1P1,Hadronyche versuta,propeptides,true,13,True
esmc6b_3di_widehead,S0F1P1,Hadronyche versuta,propeptides,tp_pred,15,True
esmc6b_3di_widehead,Q99N14,Mus musculus,peptides,true,11,True
esmc6b_3di_widehead,Q99N14,Mus musculus,peptides,tp_pred,10,True
esmc6b_3di_widehead,Q99N14,Mus musculus,propeptides,true,38,False
esmc6b_3di_widehead,Q6ECK6,Oryctolagus cuniculus,peptides,true,10,True
esmc6b_3di_widehead,Q6ECK6,Oryctolagus cuniculus,peptides,true,12,False
esmc6b_3di_widehead,Q6ECK6,Oryctolagus cuniculus,peptides,tp_pred,10,True
esmc6b_3di_widehead,Q6ECK6,Oryctolagus cuniculus,propeptides,true,36,False
esmc6b_3di_widehead,Q6ECK6,Oryctolagus cuniculus,propeptides,true,16,False
esmc6b_3di_widehead,Q6ECK6,Oryctolagus cuniculus,propeptides,fp_pred,30,False
esmc6b_3di_widehead,Q8CH01,Rattus norvegicus,peptides,true,10,True
esmc6b_3di_widehead,Q8CH01,Rattus norvegicus,peptides,tp_pred,10,True
esmc6b_3di_widehead,Q8CH01,Rattus norvegicus,propeptides,true,38,True
esmc6b_3di_widehead,Q8CH01,Rattus norvegicus,propeptides,tp_pred,38,True
esmc6b_3di_widehead,A6ZZH2,Saccharomyces cerevisiae,propeptides,true,41,True
esmc6b_3di_widehead,A6ZZH2,Saccharomyces cerevisiae,propeptides,tp_pred,41,True
esmc6b_3di_widehead,Q09982,Caenorhabditis elegans,peptides,true,5,False
esmc6b_3di_widehead,Q09982,Caenorhabditis elegans,peptides,true,5,False
esmc6b_3di_widehead,Q09982,Caenorhabditis elegans,peptides,true,5,False
esmc6b_3di_widehead,Q09982,Caenorhabditis elegans,peptides,fp_pred,49,False
esmc6b_3di_widehead,Q09982,Caenorhabditis elegans,propeptides,true,32,True
esmc6b_3di_widehead,Q09982,Caenorhabditis elegans,propeptides,tp_pred,30,True
esmc6b_3di_widehead,P69761,Conus victoriae,peptides,true,29,True
esmc6b_3di_widehead,P69761,Conus victoriae,peptides,tp_pred,29,True
esmc6b_3di_widehead,P69761,Conus victoriae,propeptides,true,29,True
esmc6b_3di_widehead,P69761,Conus victoriae,propeptides,tp_pred,30,True
esmc6b_3di_widehead,Q9BPA3,Conus ventricosus,peptides,true,27,True
esmc6b_3di_widehead,Q9BPA3,Conus ventricosus,peptides,tp_pred,27,True
esmc6b_3di_widehead,Q9BPA3,Conus ventricosus,propeptides,true,26,True
esmc6b_3di_widehead,Q9BPA3,Conus ventricosus,propeptides,tp_pred,28,True
esmc6b_3di_widehead,P02957,Glycine max,propeptides,true,9,False
esmc6b_3di_widehead,A4QLH5,Lobularia maritima,propeptides,true,9,False
esmc6b_3di_widehead,P11185,Balaenoptera edeni,peptides,true,32,False
esmc6b_3di_widehead,P11185,Balaenoptera edeni,peptides,true,22,True
esmc6b_3di_widehead,P11185,Balaenoptera edeni,peptides,tp_pred,21,True
esmc6b_3di_widehead,Q8SWI4,Encephalitozoon cuniculi,propeptides,true,29,False
esmc6b_3di_widehead,Q8SWI4,Encephalitozoon cuniculi,propeptides,fp_pred,21,False
esmc6b_3di_widehead,P21852,Desulfovibrio vulgaris,propeptides,true,15,True
esmc6b_3di_widehead,P21852,Desulfovibrio vulgaris,propeptides,tp_pred,16,True
esmc6b_3di_widehead,Q14FH6,Populus alba,propeptides,true,9,False
esmc6b_3di_widehead,A2BDG9,Gasterosteus aculeatus,peptides,fp_pred,40,False
esmc6b_3di_widehead,A2BDG9,Gasterosteus aculeatus,propeptides,true,30,True
esmc6b_3di_widehead,A2BDG9,Gasterosteus aculeatus,propeptides,tp_pred,32,True
esmc6b_3di_widehead,Q7TSP5,Mus musculus,propeptides,true,26,True
esmc6b_3di_widehead,Q7TSP5,Mus musculus,propeptides,tp_pred,28,True
esmc6b_3di_widehead,P0DQM2,Ruminococcus flavefaciens,peptides,true,42,True
esmc6b_3di_widehead,P0DQM2,Ruminococcus flavefaciens,peptides,tp_pred,42,True
esmc6b_3di_widehead,P0DQM2,Ruminococcus flavefaciens,propeptides,true,38,True
esmc6b_3di_widehead,P0DQM2,Ruminococcus flavefaciens,propeptides,tp_pred,38,True
esmc6b_3di_widehead,P02070,Bos taurus,peptides,true,7,False
esmc6b_3di_widehead,P04124,Blastochloris viridis,propeptides,true,13,True
esmc6b_3di_widehead,P04124,Blastochloris viridis,propeptides,tp_pred,14,True
esmc6b_3di_widehead,Q2RQ23,Rhodospirillum rubrum,propeptides,true,13,True
esmc6b_3di_widehead,Q2RQ23,Rhodospirillum rubrum,propeptides,tp_pred,13,True
esmc6b_3di_widehead,O09209,Agrius convolvuli,peptides,true,35,False
esmc6b_3di_widehead,O09209,Agrius convolvuli,peptides,true,21,True
esmc6b_3di_widehead,O09209,Agrius convolvuli,peptides,fp_pred,28,False
esmc6b_3di_widehead,O09209,Agrius convolvuli,peptides,tp_pred,21,True
esmc6b_3di_widehead,O09209,Agrius convolvuli,propeptides,true,24,True
esmc6b_3di_widehead,O09209,Agrius convolvuli,propeptides,fp_pred,7,False
esmc6b_3di_widehead,O09209,Agrius convolvuli,propeptides,tp_pred,24,True
esmc6b_3di_widehead,Q8R5G9,Notomys alexis,peptides,true,15,False
esmc6b_3di_widehead,D2Y278,Cyriopagopus hainanus,peptides,true,39,False
esmc6b_3di_widehead,D2Y278,Cyriopagopus hainanus,propeptides,fp_pred,51,False
esmc6b_3di_widehead,D2Y296,Cyriopagopus hainanus,peptides,true,39,False
esmc6b_3di_widehead,D2Y296,Cyriopagopus hainanus,propeptides,fp_pred,53,False
esmc6b_3di_widehead,D2Y268,Cyriopagopus hainanus,peptides,true,39,False
esmc6b_3di_widehead,D2Y268,Cyriopagopus hainanus,propeptides,fp_pred,53,False
esmc6b_3di_widehead,D2Y298,Cyriopagopus hainanus,peptides,true,39,False
esmc6b_3di_widehead,D2Y298,Cyriopagopus hainanus,propeptides,fp_pred,53,False
esmc6b_3di_widehead,D2Y269,Cyriopagopus hainanus,peptides,true,39,False
esmc6b_3di_widehead,D2Y269,Cyriopagopus hainanus,propeptides,fp_pred,53,False
esmc6b_3di_widehead,P34098,Dictyostelium discoideum,propeptides,true,18,True
esmc6b_3di_widehead,P34098,Dictyostelium discoideum,propeptides,tp_pred,16,True
esmc6b_3di_widehead,P0DTK0,Chartergellus communis,peptides,true,12,False
esmc6b_3di_widehead,Q59XB0,Candida albicans,propeptides,true,24,True
esmc6b_3di_widehead,Q59XB0,Candida albicans,propeptides,tp_pred,24,True
esmc6b_3di_widehead,P13276,Manduca sexta,propeptides,true,5,True
esmc6b_3di_widehead,P13276,Manduca sexta,propeptides,tp_pred,5,True
esmc6b_3di_widehead,A6H4Q8,Vanderwaltozyma polyspora,propeptides,true,5,True
esmc6b_3di_widehead,A6H4Q8,Vanderwaltozyma polyspora,propeptides,tp_pred,5,True
esmc6b_3di_widehead,Q36258,Yarrowia lipolytica,propeptides,true,6,True
esmc6b_3di_widehead,Q36258,Yarrowia lipolytica,propeptides,tp_pred,6,True
esmc6b_3di_widehead,A0A5C2A2T2,Conus purpurascens,propeptides,true,33,True
esmc6b_3di_widehead,A0A5C2A2T2,Conus purpurascens,propeptides,tp_pred,31,True
esmc6b_3di_widehead,Q5USN8,Viola odorata,peptides,true,30,True
esmc6b_3di_widehead,Q5USN8,Viola odorata,peptides,tp_pred,28,True
esmc6b_3di_widehead,Q5USN8,Viola odorata,propeptides,fp_pred,59,False
esmc6b_3di_widehead,Q5USN8,Viola odorata,propeptides,fp_pred,5,False
esmc6b_3di_widehead,P02545,Homo sapiens,propeptides,true,15,False
esmc6b_3di_widehead,P01329,Cavia porcellus,peptides,true,30,True
esmc6b_3di_widehead,P01329,Cavia porcellus,peptides,true,21,True
esmc6b_3di_widehead,P01329,Cavia porcellus,peptides,tp_pred,30,True
esmc6b_3di_widehead,P01329,Cavia porcellus,peptides,tp_pred,21,True
esmc6b_3di_widehead,P01329,Cavia porcellus,propeptides,true,31,True
esmc6b_3di_widehead,P01329,Cavia porcellus,propeptides,tp_pred,33,True
esmc6b_3di_widehead,P67968,Meleagris gallopavo,peptides,true,30,False
esmc6b_3di_widehead,P67968,Meleagris gallopavo,peptides,true,21,False
