AC,cluster
A0A348G5W2,1
A0A348G6I7,1
A0A348G6I9,1
A0A348G6J1,1
A0A384E129,1
A0A384J6C4,4
A0A384JN58,4
A0A384K116,2
A0A3G1VU73,1
A0A3G1VU77,1
A0A3G1VU78,1
A0A3G1VU81,1
A0A3G1VU84,1
A0A3G3C7S0,3
A0A3G3C7S2,1
A0A3G3C7S9,3
A0A3G3C7T2,0
A0A3G3C7T9,2
A0A3G3C7U2,0
A0A3G3C7U4,3
A0A3G3C7U7,1
A0A3G3C7V0,3
A0A3G3C7W0,4
A0A3G5BIB1,4
A0A3G5BIB4,4
A0A3G5BIC2,4
A0A3P8MJV5,0
A0A3S9V8K6,1
A0A3S9V8L9,1
A0A4P9I8G4,2
A0A4S8L4Q5,4
A0A4Y5X186,1
A0A4Y5X1A7,1
A0A4Y7TJF3,4
A0A5C1ZW08,3
A0A5C1ZXT8,3
A0A5C2A2T2,3
A0A5C3KU62,4
A0A5P9K461,1
A0A5P9K470,1
A0A5P9K5G4,1
A0A5P9K6A8,1
A0A5P9K9Z4,1
A0A5P9NYS6,1
A0A5Q0MU22,1
A0A5Q0MUM5,1
A0A5Q0MUT1,1
A0A679PF76,3
A0A6B7FA07,2
A0A6B7FBD3,2
A0A6B7FEJ3,2
A0A6B9L8Y4,2
A0A6B9L900,2
A0A6G9KHD1,1
A0A6G9KHD6,1
A0A6G9KIT6,4
A0A6G9KJK9,1
A0A6G9KJV6,1
A0A6M3Z4D9,1
A0A6M3Z4E7,3
A0A6M3Z4L2,3
A0A6M3Z4R4,1
A0A6M3Z541,4
A0A6M3Z554,1
A0A6M6R9M4,4
A0A6M6RE84,4
A0A7J6KDB0,1
A0A7M6UNN1,0
A0A8J9SEV3,1
A0A976XKR0,3
A0AAD6J456,2
A0AEI5,1
A0AEI6,1
A0AIY9,0
A0B5B1,1
A0C767,1
A0FKN6,3
A0JMK6,0
A0JNL5,3
A0JNQ7,3
A0MLS4,4
A0NDK8,4
A0Q1T6,0
A0RJ49,0
A0RXV1,1
A0RZB4,2
A0S864,2
A0S865,2
A0SE59,3
A0SE60,3
A0SIF1,1
A0SIX6,1
A0SN38,1
A0SN42,1
A0SN45,1
A0SPI0,3
A0T099,3
A0T0G9,1
A0T0S8,3
A0T0W2,1
A0ZT93,2
A0ZZ15,1
A0ZZ18,3
A1A4K5,4
A1C7B5,4
A1CBR4,0
A1CD22,1
A1CIV8,2
A1CVV8,2
A1D145,2
A1DAQ2,2
A1DBP9,4
A1DDK1,0
A1DHY9,4
A1DJ47,1
A1E9Q4,1
A1E9Q7,3
A1E9R0,1
A1E9Y8,1
A1E9Z1,3
A1E9Z4,1
A1EC31,4
A1JKC3,1
A1L453,3
A1R6Q7,2
A1RSJ8,1
A1RWY6,1
A1RX71,1
A1SK13,2
A1X8B8,3
A1X8B9,3
A1X8C2,3
A1X8C3,3
A1X8C6,3
A1X8D0,3
A1X8D8,3
A1X8D9,3
A1XFV1,1
A1XQU1,2
A1Z0M0,1
A1ZB64,1
A2A5I3,1
A2BDG0,2
A2BDG5,2
A2BDG9,2
A2BN24,1
A2BN27,1
A2BP21,1
A2BP71,3
A2BUK1,1
A2BUQ3,3
A2C057,1
A2C0A5,3
A2C6Q1,1
A2CCL2,3
A2D4U1,3
A2D670,3
A2QAH3,2
A2QBB6,2
A2QBQ3,4
A2QCV8,2
A2QH21,1
A2QL39,2
A2QTS4,2
A2QYT9,2
A2R3L3,0
A2R5S4,2
A2R8F8,2
A2RLA2,0
A2SS78,1
A2T309,1
A2T329,1
A2T6K4,3
A2V9Z4,2
A2VDL6,0
A2VDN0,4
A2VE33,2
A2XHZ9,3
A2YFB4,3
A2ZBG5,1
A2ZC67,3
A3CUS9,1
A3DBS4,0
A3DN21,1
A3DN27,1
A3DT44,3
A3F7X1,4
A3F7X2,3
A3GFU8,2
A3MXQ6,1
A3PAU3,1
A3PAZ3,3
A4FYA5,1
A4GGA1,1
A4GYN9,1
A4GYQ5,1
A4H220,2
A4H221,2
A4H222,2
A4H223,2
A4LA70,2
A4QJ96,1
A4QJB1,1
A4QJI0,1
A4QJJ5,1
A4QJR4,1
A4QJS9,1
A4QJZ9,1
A4QK14,1
A4QK85,1
A4QKA1,1
A4QKH2,1
A4QKI8,1
A4QKR1,1
A4QKS7,1
A4QL00,1
A4QL15,1
A4QL86,1
A4QLA2,1
A4QLH5,1
A4QLJ0,1
A4QLR3,1
A4QLS9,1
A4TL44,1
A4USB4,3
A4VUF9,0
A4W0Q0,0
A4WMZ0,1
A4X3P0,2
A4XJS7,0
A4YIE0,1
A4YJ04,1
A5A3H2,0
A5A3H3,0
A5A3H4,0
A5A3H5,0
A5A6H8,4
A5A6J6,3
A5A6K7,0
A5A6M2,2
A5A6P7,3
A5A752,0
A5A8K9,1
A5DWI6,2
A5GIE8,3
A5GIM7,1
A5GJU5,1
A5GTY4,1
A5GTY5,1
A5GWF4,3
A5H1G9,4
A5HAK0,4
A5I667,0
A5IS17,0
A5ITG9,0
A5LHG2,2
A5LHX3,1
A5N6K1,0
A5UM14,1
A5VKS3,0
A6BM07,1
A6BM28,1
A6BM30,1
A6H4Q8,4
A6H5E4,1
A6H5G7,1
A6L3B5,3
A6LHQ6,4
A6LHQ9,4
A6LQR8,0
A6M934,3
A6M938,3
A6MFK7,4
A6MFK8,4
A6MFK9,3
A6MM16,1
A6MM32,1
A6MMA2,1
A6MMB8,1
A6MMI8,1
A6MMK3,1
A6MMS4,1
A6MMU0,1
A6MVT2,1
A6MWS9,3
A6MWT0,3
A6N6J0,1
A6NCE7,2
A6ND01,1
A6P331,1
A6P3B2,0
A6QG32,0
A6QHI7,0
A6QPN6,1
A6RPU4,2
A6U0U8,0
A6U2B3,0
A6USJ3,1
A6UT20,1
A6VK02,1
A6XN32,2
A6YB85,1
A6YF56,2
A6YR20,1
A6YR21,1
A6YR42,1
A6YRN9,2
A6ZL22,2
A6ZQH2,1
A6ZQH4,1
A6ZSH9,0
A6ZY20,2
A6ZZG0,1
A6ZZG1,1
A6ZZH2,1
A7E8H4,2
A7FFL9,1
A7FXU7,0
A7GHK3,0
A7GT16,3
A7GTC2,0
A7I841,1
A7LAC6,3
A7LAC7,3
A7LCJ2,2
A7LI90,1
A7LI91,1
A7LI92,1
A7M4E1,0
A7M8Y6,1
A7M8Z7,1
A7M962,1
A7RMN1,4
A7SCE5,3
A7SRR3,0
A7ST80,4
A7TLD4,0
A7UDM9,4
A7UKV5,4
A7WNV3,1
A7WNV4,1
A7WNV5,1
A7WNV6,1
A7WNV7,1
A7X149,0
A7X362,0
A7X3S0,2
A7X3S2,2
A7X3V0,2
A7Y395,1
A7Y3C5,1
A7YY44,1
A7Z070,2
A7Z6W8,3
A7Z783,0
A8AA46,1
A8AB58,1
A8AWF9,0
A8B5P0,1
A8B5P7,1
A8B5Q0,1
A8CL69,2
A8D888,3
A8DS38,2
A8DY01,1
A8FFD9,3
A8FFT0,0
A8G2T2,3
A8G5N5,1
A8M8R5,1
A8MBW0,1
A8Q7G1,3
A8QL53,3
A8QL56,3
A8QL57,3
A8S6B3,1
A8SE40,1
A8W3A5,1
A8W3C0,1
A8W3H2,1
A8W3I3,1
A8W7M4,2
A8W7M6,2
A8W7M7,2
A8W7M9,2
A8W7N0,2
A8W7N1,2
A8W7N2,2
A8W7N3,2
A8W7N4,2
A8W7N5,2
A8W7N6,2
A8W7N7,2
A8W7N8,2
A8W7N9,2
A8W7P0,2
A8W7P1,2
A8W7P2,2
A8W7P3,2
A8WTF8,4
A8WU84,4
A8XLL0,3
A8Y7N4,2
A8Y7N7,2
A8Y7N8,2
A8Y7N9,2
A8Y7P5,2
A8Y9F0,1
A8Y9F6,1
A8YPR6,0
A8YPR9,0
A8Z1R1,0
A8Z2H3,0
A9A2U7,1
A9A4A1,1
A9A788,1
A9KMF6,0
A9L976,1
A9L992,1
A9LYI1,1
A9P3S1,0
A9R3T6,1
A9UGV5,4
A9UGV6,4
A9UH01,1
A9VHU8,3
A9VIR7,0
A9XDG0,4
A9XDG1,4
A9XDG2,4
A9XDG3,4
A9XFZ7,4
B0BK71,0
B0BK72,0
B0BND0,2
B0CB14,1
B0CPC6,2
B0FYL5,4
B0I1T2,4
B0JIS8,1
B0JSW8,3
B0K416,0
B0KAC0,0
B0L0Y5,4
B0L0Y6,3
B0R2U4,4
B0R4C8,1
B0TBW5,0
B0VXV8,0
B0XPA1,2
B0XT09,3
B0XT72,3
B0XTU6,4
B0XVI5,3
B0XXF8,1
B0XZV8,1
B0Y1V8,0
B0Y4Z4,2
B0Y665,1
B0Y8H9,3
B0YAH0,2
B0YPN1,1
B0Z4K6,1
B0Z4M1,1
B0Z4U0,1
B0Z4V5,1
B0Z524,1
B0Z539,1
B0Z5A8,1
B0Z5C3,1
B0ZE70,4
B0ZT25,3
B1A915,1
B1A931,1
B1AIJ8,0
B1AVD1,3
B1B213,3
B1B5I9,3
B1B5J0,4
B1B6T1,2
B1IBP4,0
B1ILY6,0
B1IQZ3,1
B1JR58,1
B1KZR4,0
B1L6S7,1
B1NRQ8,0
B1NRQ9,0
B1NRR0,0
B1NRR1,0
B1NRR2,0
B1NRR3,0
B1NWD0,1
B1NWE6,1
B1NWR6,3
B1NWR7,3
B1NWS1,3
B1NWS4,3
B1NWS8,3
B1NWT3,3
B1NWT4,3
B1NWT5,3
B1NWT7,3
B1NWU2,3
B1NWU3,3
B1NWU4,3
B1NWU5,3
B1NWU6,3
B1P1A2,4
B1P1A4,4
B1P1A6,1
B1P1A7,1
B1P1A8,1
B1P1A9,1
B1P1B0,4
B1P1B1,4
B1P1B2,4
B1P1B3,4
B1P1B6,4
B1P1B7,4
B1P1B8,4
B1P1B9,4
B1P1C0,4
B1P1C1,4
B1P1C2,4
B1P1C6,4
B1P1C7,4
B1P1D7,4
B1P1D8,4
B1P1D9,4
B1P1E0,4
B1P1E1,4
B1P1E2,4
B1P1E3,4
B1P1E4,4
B1P1E5,4
B1P1E6,4
B1P1E7,4
B1P1E8,4
B1P1F0,4
B1P1F1,4
B1P1F3,4
B1P1F4,4
B1P1F5,4
B1P1F6,4
B1P1F7,4
B1P1F8,4
B1P1F9,4
B1P1G0,4
B1P1G1,4
B1P1G2,4
B1P1G3,4
B1P1G4,4
B1P1G5,4
B1P1G6,4
B1P1G7,4
B1P1H0,4
B1P1H1,4
B1P1H2,4
B1P1H5,2
B1P1H6,4
B1P1H7,4
B1P1H9,4
B1P1I1,1
B1P1I2,1
B1P1I5,1
B1P1I6,1
B1P1J4,2
B1PZN6,4
B1VAF3,0
B1VKF9,1
B1VKG9,1
B1WUL2,3
B1XF62,1
B1XIP3,1
B1XM24,1
B1XMC3,1
B1XMN4,3
B1YDJ0,1
B1YJS1,0
B2A6B5,0
B2CI27,4
B2CI28,4
B2CJ57,2
B2CJ87,4
B2G856,0
B2GD71,0
B2IQ02,0
B2J4T9,3
B2KAB7,1
B2KJ30,1
B2KKR4,4
B2KKV6,3
B2KKV7,3
B2KKV8,3
B2KKW0,3
B2KPN7,0
B2LMI9,1
B2MW54,1
B2RH54,0
B2RH57,3
B2RH58,4
B2RH59,4
B2RHG1,1
B2RHG3,0
B2RHG4,2
B2TK69,0
B2V0A7,0
B2XWK1,1
B2Y1U6,1
B2Y1W5,3
B2ZB95,2
B2ZB96,2
B2ZB98,2
B2ZB99,2
B2ZBA0,2
B2ZBA1,2
B2ZBB6,2
B2ZBB8,2
B2ZBB9,2
B2ZBC0,2
B3A0N7,3
B3EWF2,3
B3EWF3,3
B3EWF4,3
B3EWF5,3
B3EWF6,3
B3EWG0,3
B3EWH5,0
B3EWH6,0
B3EWL1,2
B3EWL9,3
B3EWM1,2
B3EWM3,3
B3EWR6,2
B3EWS5,3
B3EWS6,3
B3EWS7,3
B3EWS8,3
B3EWS9,1
B3EWT0,3
B3EWY4,1
B3F0J0,4
B3FIA5,4
B3FIA6,4
B3FIN4,3
B3FIQ7,4
B3FIS1,4
B3FIS2,4
B3FIS3,4
B3FIS4,4
B3FIS5,4
B3FIS6,4
B3FIS7,4
B3FIU2,4
B3FIV1,4
B3GS44,0
B3H587,0
B3H5A9,1
B3H5J1,3
B3H5Q2,3
B3H7I1,1
B3IUD8,2
B3IUE0,2
B3IWF7,4
B3IWF8,4
B3IWF9,4
B3KYH4,1
B3KYH5,1
B3KYH6,1
B3LPD6,0
B3LPW3,1
B3LQU0,1
B3LQU1,1
B3LVG7,2
B3MFC2,1
B3NSF6,1
B3QZT2,0
B3SP85,1
B3SVF0,0
B3SVF1,0
B3TNB9,1
B3V0K8,3
B3VZU0,1
B3VZU1,1
B3VZU2,1
B3VZU3,1
B3VZU4,1
B3VZU5,1
B3VZU6,1
B4GAN3,1
B4HNI3,1
B4J8Z9,1
B4KR21,1
B4LQ44,1
B4MQJ1,1
B4P641,1
B4QBL6,1
B4THR7,1
B5A5T4,1
B5A9S9,1
B5A9T0,1
B5A9T1,1
B5E022,1
B5E4L9,0
B5G6G5,4
B5IEE5,1
B5LMM0,1
B5LUQ3,1
B5LUQ4,1
B5LUQ5,1
B5LUQ6,1
B5LUQ7,1
B5LUQ8,1
B5LUQ9,1
B5LUR0,1
B5LUR1,1
B5MFD0,3
B5SY89,4
B5VE42,2
B5VL25,1
B5VL27,1
B5ZB18,0
B6CPR5,1
B6D434,4
B6DCJ0,3
B6DCJ1,3
B6DCJ3,3
B6DCJ4,3
B6DCJ5,3
B6DCJ6,3
B6DCJ7,3
B6DCJ9,3
B6DCK0,3
B6DCK1,3
B6DCK2,3
B6DCK3,3
B6DCK4,3
B6DCK5,3
B6DCK6,3
B6DCK8,3
B6DCK9,3
B6DCL0,3
B6DCL1,3
B6DCL2,3
B6DCL3,3
B6DCL4,3
B6DCL5,3
B6DCL6,3
B6DCL7,3
B6DCL8,3
B6DCL9,3
B6DCM0,3
B6DCM1,3
B6DCM2,3
B6DCM3,3
B6DCM4,3
B6DCM5,3
B6DCM6,3
B6DCM7,3
B6DCM8,3
B6DCM9,3
B6DCN0,3
B6DCN1,3
B6DCN2,3
B6DCN3,3
B6DCN4,3
B6DCN5,3
B6DCN6,3
B6DCN7,3
B6DCN8,3
B6DCN9,3
B6DCP0,3
B6DCP1,3
B6DCP2,3
B6DCP3,3
B6DCP4,3
B6DCP5,3
B6DCP6,3
B6DCP7,3
B6DCQ0,3
B6DCQ1,3
B6DCQ2,3
B6DCQ3,3
B6DCQ4,3
B6DCQ5,3
B6DCQ6,3
B6DCQ7,3
B6DCQ8,3
B6DCQ9,3
B6DCR0,3
B6DCR1,3
B6DCR2,3
B6DCR3,3
B6DCR4,3
B6DCR5,3
B6DCR6,3
B6DCR7,3
B6DCR8,3
B6DCR9,3
B6DCS0,3
B6DCS1,3
B6DCS2,3
B6DCS3,3
B6DCS4,3
B6DCS5,3
B6DCS6,3
B6DCS7,3
B6DCS8,3
B6DCS9,3
B6DCT0,3
B6DCT1,3
B6DCT2,3
B6DCT3,3
B6DCT4,3
B6DCT5,3
B6DCT6,3
B6DCT7,3
B6DCT8,3
B6DCU0,3
B6DCU1,3
B6DCU2,3
B6DCU3,3
B6DCU4,3
B6DCU5,3
B6DCU6,3
B6DCU7,3
B6DCU8,3
B6DCU9,3
B6DCV0,3
B6DCX2,1
B6DCX4,1
B6DCX5,1
B6DCX6,1
B6DCX7,1
B6DCX8,1
B6DCY0,1
B6DCY2,1
B6DCY3,1
B6DCY4,1
B6DCY5,1
B6DCY6,1
B6DCY7,1
B6DCY8,1
B6DCY9,1
B6DCZ0,1
B6DCZ1,1
B6DCZ2,1
B6DCZ3,1
B6DCZ4,1
B6DCZ5,1
B6DCZ7,1
B6DCZ8,1
B6DCZ9,1
B6DD00,1
B6DD02,1
B6DD03,1
B6DD04,1
B6DD05,1
B6DD06,1
B6DD07,1
B6DD08,1
B6DD09,1
B6DD10,1
B6DD11,1
B6DD12,1
B6DD19,2
B6DD20,2
B6DD21,2
B6DD22,2
B6DD23,2
B6DD24,2
B6DD25,2
B6DD26,2
B6DD27,2
B6DD28,2
B6DD29,1
B6DD30,1
B6DD31,1
B6DD32,1
B6DD33,1
B6DD54,0
B6DD56,0
B6DD57,0
B6DD58,0
B6DD59,3
B6DT16,2
B6E465,1
B6EWW8,3
B6GXZ8,4
B6HY14,1
B6HY15,1
B6HY16,1
B6IB31,1
B6K9M7,2
B6KAM0,2
B6S2X0,4
B6S2X2,4
B6ULW4,1
B6ULW5,1
B6ULW6,1
B6ULW7,1
B6V867,4
B6YSW2,1
B6YXV3,1
B7G6D3,0
B7GIR0,0
B7HCU7,3
B7HE75,0
B7HPM0,3
B7HQK0,0
B7IIV4,0
B7IYH4,3
B7JNV3,3
B7JQ28,0
B7JVQ3,3
B7K989,3
B7L5E9,1
B7LZY9,1
B7M9V0,1
B7MV44,1
B7NB47,1
B7NUP2,1
B7URT6,1
B8D673,1
B8D683,1
B8DHK8,0
B8FUS1,0
B8GG66,1
B8H8L6,2
B8HTR1,3
B8I178,0
B8JLQ9,1
B8K1V9,4
B8MF81,0
B8N7S7,4
B8N7Z8,2
B8N8M2,2
B8NCQ5,0
B8NM66,1
B8XH22,4
B8XH33,2
B8XH40,3
B8XH46,2
B8XH50,1
B8ZPV1,0
B9DNE8,0
B9DU56,0
B9E020,0
B9ENM6,3
B9IY88,3
B9IZ18,0
B9LTS6,1
B9MRB7,0
B9TQX1,1
B9TQX2,1
B9TQX3,1
B9TQX4,1
B9U443,2
B9UIY3,1
B9W4V6,3
C0H690,0
C0H691,0
C0H693,0
C0H694,0
C0HJF6,1
C0HJI1,1
C0HJI2,1
C0HJI3,1
C0HJI4,1
C0HJI5,1
C0HJI6,1
C0HJI7,1
C0HJI8,1
C0HJK2,1
C0HJK4,0
C0HJQ3,0
C0HJT9,1
C0HJU0,1
C0HJV6,3
C0HJV7,3
C0HJV8,3
C0HJZ6,1
C0HJZ7,1
C0HJZ8,1
C0HJZ9,1
C0HK00,1
C0HK01,1
C0HK02,1
C0HK03,1
C0HK26,0
C0HK27,1
C0HK57,4
C0HK89,3
C0HKA2,3
C0HKA3,3
C0HKA4,3
C0HKA5,3
C0HKA6,3
C0HKA8,1
C0HKA9,1
C0HKF7,3
C0HKF8,3
C0HKG0,0
C0HKG1,0
C0HKG7,1
C0HKG8,1
C0HKG9,1
C0HKR1,3
C0HKR2,0
C0HKS0,1
C0HKS1,2
C0HKS3,4
C0HKS5,4
C0HKS6,1
C0HKT1,2
C0HKT2,3
C0HKT3,3
C0HKT4,2
C0HKT5,2
C0HKT6,3
C0HKU0,0
C0HKU1,4
C0HKU2,3
C0HKU9,0
C0HKV8,0
C0HKV9,0
C0HKW2,1
C0HKW7,0
C0HKX3,3
C0HKX4,3
C0HKX8,3
C0HKY0,3
C0HKY1,2
C0HKY6,2
C0HL17,2
C0HL58,1
C0HL59,1
C0HL92,3
C0HLG4,1
C0HLM6,3
C0HLS4,3
C0HLZ9,0
C0HM00,0
C0HM54,1
C0HM68,3
C0HMD4,0
C0K3N1,2
C0KYC3,1
C0KYC4,1
C0KYC5,1
C0KYC6,1
C0L2T8,1
C0LRA7,1
C0M7I0,0
C0ME76,0
C0P381,2
C0XTM5,0
C1BJ98,3
C1C7A1,0
C1CE94,0
C1CKH0,0
C1CRK7,0
C1ESL5,3
C1ETN9,0
C1FVW6,0
C1IBZ3,2
C1IC04,2
C1JAR9,2
C1KVI7,0
C3L3J4,0
C3L5S4,3
C3L6X4,0
C3MQ16,1
C3MRE5,1
C3MVD5,1
C3MY41,1
C3MZI0,1
C3N5N4,1
C3N7K2,1
C3NE98,1
C3NFX2,1
C3NHF1,1
C3P8M7,3
C3P9C8,0
C3RT17,1
C3RT18,1
C3RT22,1
C3RT23,1
C3RT24,1
C3TS04,3
C3TS06,3
C3TS07,3
C3TS08,3
C3VVN5,4
C3VVN6,4
C3Z6E6,3
C4B4E4,2
C4KHB0,1
C4KIR0,1
C4L4N3,0
C4N9P6,1
C4PRC1,3
C4PWC4,4
C4YHA6,0
C4YMJ3,2
C4YNQ5,2
C4YSF6,2
C4Z9Z8,0
C4ZY59,1
C5A2D5,1
C5A7L1,1
C5BVA2,2
C5D4U8,3
C5D5G7,0
C5FBS2,0
C5FEK4,1
C5FGX1,4
C5FRQ0,3
C5FW30,4
C5H0C7,1
C5H0C8,1
C5H0D4,1
C5H0D5,1
C5H0D6,1
C5H0D7,1
C5H0D8,1
C5H0D9,1
C5H0E0,1
C5H0E1,1
C5H0E2,1
C5IB03,1
C5J886,1
C5J887,1
C5J888,1
C5J893,1
C5J897,1
C5J8E3,1
C5NSL2,4
C6A2V9,1
C6A3R1,1
C6EVG1,1
C6EVG2,1
C6EVG7,3
C6FX52,0
C6KSX0,4
C6Y4B5,1
C6ZDB5,3
C6ZH27,4
C6ZJQ2,3
C7B247,1
C7C1L2,3
C7DQB9,0
C7DQC0,0
C7DQC1,0
C7DQC2,0
C7DQX6,0
C7DQX7,0
C7DQX8,0
C7DQX9,0
C7DQY0,0
C7DT09,3
C7GQJ1,2
C7GS61,0
C7LYP7,2
C7NQ99,1
C7NVQ4,1
C7P6N4,1
C7R403,2
C7T183,1
C7T184,1
C7T186,1
C7T187,1
C7T188,1
C7T1P5,1
C8ZGM3,0
C9D7R2,3
C9D7R3,3
C9E1R9,1
C9E1S1,1
C9E1S2,4
C9EIC7,4
C9K4X8,3
C9REN7,1
D0EM77,3
D0EXD3,4
D0KRX1,1
D0KTH0,1
D0PX84,3
D0PX85,3
D0PX86,3
D0VX09,3
D1BHT9,2
D1FNJ7,3
D1MEI7,3
D1MEI8,3
D1MEJ0,3
D1MEJ1,3
D1MEJ2,1
D1Z199,1
D2DGD8,3
D2DGD9,3
D2IT41,4
D2KX90,3
D2KX91,3
D2KX92,3
D2PDG6,1
D2PK63,1
D2RGT4,1
D2RQX3,1
D2RUI0,1
D2WKD8,0
D2XUU4,2
D2XUU5,2
D2XUU8,2
D2XUU9,2
D2XUV0,2
D2XUV1,2
D2Y100,1
D2Y101,1
D2Y102,1
D2Y169,0
D2Y170,0
D2Y171,0
D2Y1X9,4
D2Y1Y0,4
D2Y1Y1,4
D2Y1Y2,4
D2Y1Y3,4
D2Y1Y4,4
D2Y1Y5,4
D2Y1Y6,4
D2Y1Y7,4
D2Y1Y8,4
D2Y1Y9,4
D2Y1Z0,4
D2Y1Z1,4
D2Y1Z2,4
D2Y1Z3,4
D2Y1Z4,4
D2Y1Z5,4
D2Y1Z6,4
D2Y1Z7,4
D2Y1Z8,4
D2Y1Z9,4
D2Y200,4
D2Y201,4
D2Y202,4
D2Y203,4
D2Y204,1
D2Y205,1
D2Y206,1
D2Y207,1
D2Y208,1
D2Y209,1
D2Y210,1
D2Y211,1
D2Y212,1
D2Y213,1
D2Y214,1
D2Y215,1
D2Y216,1
D2Y217,1
D2Y218,1
D2Y219,1
D2Y220,1
D2Y221,1
D2Y222,1
D2Y223,1
D2Y224,1
D2Y225,1
D2Y226,1
D2Y227,1
D2Y228,1
D2Y229,1
D2Y230,1
