AC,priority,label-val,between_connectivity,cluster
A0A1M4BLT1,False,0,0,1.0
A0A1P8NVR4,False,0,0,0.0
A0A1P8NVR5,False,0,0,0.0
A0A1P8NVS2,False,0,0,0.0
A0A1P8NVS3,False,0,0,0.0
A0A1P8NVS8,False,0,0,0.0
A0A1P8NVS9,False,0,0,0.0
A0A1P8NVT3,False,0,0,0.0
A0A1P8NVU0,False,0,0,0.0
A0A1P8NVU1,False,0,0,0.0
A0A1P8VFM2,False,0,0,3.0
A0A1Q3EPD6,False,0,0,2.0
A0A1R3S3A8,False,0,0,3.0
A0A1S3PBB7,False,0,0,3.0
A0A1S6EK91,False,0,0,3.0
A0A1S6EK92,False,0,0,3.0
A0A1X9QHL1,False,0,0,0.0
A0A218QWY8,False,0,0,1.0
A0A219CM62,False,0,0,4.0
A0A219CMY0,False,0,0,4.0
A0A286LEZ8,False,0,0,3.0
A0A291NVT7,False,0,0,3.0
A0A2D1P890,False,0,0,0.0
A0A2I4QAG8,False,0,0,0.0
A0A2I6EDL2,False,0,0,0.0
A0A2I6EDL3,False,0,0,0.0
A0A2I6EDL4,False,0,0,0.0
A0A2I6EDL5,False,0,0,0.0
A0A2I6EDL6,False,0,0,0.0
A0A2I6EDL7,False,0,0,0.0
A0A2I6EDM1,False,0,0,0.0
A0A2I6EDM5,False,0,0,0.0
A0A2I6EDM8,False,0,0,0.0
A0A2I6EDM9,False,0,0,0.0
A0A2I6EDN0,False,0,0,0.0
A0A2I6EDN1,False,0,0,0.0
A0A2I6EDN2,False,0,0,0.0
A0A2I6EDN3,False,0,0,0.0
A0A2I6EDN5,False,0,0,0.0
A0A2I6EDN8,False,0,0,0.0
A0A2I8B352,False,0,0,3.0
A0A2L1DGG0,False,0,0,0.0
A0A2L2DDD0,False,0,0,1.0
A0A2L2DDE6,False,0,0,1.0
A0A2L2P6T1,False,0,0,0.0
A0A2L2P6T9,False,0,0,0.0
A0A2R2JFI5,False,0,0,2.0
A0A2U8JCR5,False,0,0,1.0
A0A2Y9GHM8,False,0,0,4.0
A0A2Z5Z9H5,False,0,0,4.0
A0A2Z5Z9X0,False,0,0,4.0
A0A315,False,0,0,3.0
A0A318,False,0,0,1.0
A0A331,False,0,0,4.0
A0A345GPN1,False,0,0,4.0
A0A346CED7,False,0,0,0.0
A0A346CIA0,False,0,0,4.0
A0A346CIB2,False,0,0,4.0
A0A346CIB3,False,0,0,4.0
A0A348G5V8,False,0,0,1.0
A0A348G5V9,False,0,0,1.0
A0A348G5W0,False,0,0,1.0
A0A348G5W1,False,0,0,1.0
A0A348G5W2,False,0,0,1.0
A0A348G6I7,False,0,0,1.0
A0A348G6I9,False,0,0,1.0
A0A348G6J0,False,0,0,1.0
A0A348G6J1,False,0,0,1.0
A0A384E129,False,0,0,0.0
A0A384J6C4,False,0,0,4.0
A0A384JN58,False,0,0,4.0
A0A384K116,False,0,0,4.0
A0A3G1VU73,False,0,0,4.0
A0A3G1VU77,False,0,0,4.0
A0A3G1VU78,False,0,0,4.0
A0A3G1VU81,False,0,0,4.0
A0A3G1VU84,False,0,0,4.0
A0A3G3C7R5,False,0,0,0.0
A0A3G3C7S0,False,0,0,0.0
A0A3G3C7S2,False,0,0,0.0
A0A3G3C7S9,False,0,0,0.0
A0A3G3C7T2,False,0,0,4.0
A0A3G3C7T5,False,0,0,0.0
A0A3G3C7T9,False,0,0,1.0
A0A3G3C7U1,False,0,0,0.0
A0A3G3C7U2,False,0,0,0.0
A0A3G3C7U4,False,0,0,0.0
A0A3G3C7U7,False,0,0,0.0
A0A3G3C7U9,False,0,0,0.0
A0A3G3C7V0,False,0,0,0.0
A0A3G3C7V6,False,0,0,0.0
A0A3G3C7W0,False,0,0,4.0
A0A3G5BIB1,False,0,0,0.0
A0A3G6IHA6,False,0,0,0.0
A0A3P8MJV5,False,0,0,4.0
A0A3S9V8K6,False,0,0,4.0
A0A3S9V8L7,False,0,0,4.0
A0A3S9V8L9,False,0,0,4.0
A0A4P9I8G4,False,0,0,4.0
A0A4S8L4Q5,False,0,0,2.0
A0A4Y5X186,False,0,0,3.0
A0A4Y5X1A7,False,0,0,3.0
A0A4Y7TJF3,False,0,0,2.0
A0A5C1ZW08,False,0,0,4.0
A0A5C1ZXT8,False,0,0,4.0
A0A5C2A2T2,False,0,0,4.0
A0A5C3KU62,False,0,0,2.0
A0A5P9K461,False,0,0,1.0
A0A5P9K470,False,0,0,1.0
A0A5P9K5G4,False,0,0,1.0
A0A5P9K6A8,False,0,0,1.0
A0A5P9K9Z4,False,0,0,1.0
A0A5P9NYS6,False,0,0,1.0
A0A5Q0MU22,False,0,0,1.0
A0A5Q0MUM5,False,0,0,1.0
A0A5Q0MUT1,False,0,0,1.0
A0A679PF76,False,0,0,2.0
A0A6B7FA07,False,0,0,0.0
A0A6B7FBD3,False,0,0,0.0
A0A6B7FEJ3,False,0,0,0.0
A0A6B9L900,False,0,0,4.0
A0A6G9KHD3,False,0,0,4.0
A0A6G9KHD6,False,0,0,1.0
A0A6G9KHE4,False,0,0,1.0
A0A6G9KIR5,False,0,0,1.0
A0A6G9KIT6,False,0,0,1.0
A0A6G9KJK9,False,0,0,1.0
A0A6G9KJV6,False,0,0,1.0
A0A6M3Z4D9,False,0,0,1.0
A0A6M3Z4E7,False,0,0,4.0
A0A6M3Z4L2,False,0,0,4.0
A0A6M3Z4R1,False,0,0,1.0
A0A6M3Z4R4,False,0,0,1.0
A0A6M3Z541,False,0,0,1.0
A0A6M3Z554,False,0,0,4.0
A0A6M3Z9I6,False,0,0,1.0
A0A6M6R9M4,False,0,0,4.0
A0A6M6RE84,False,0,0,4.0
A0A7J6KDB0,False,0,0,4.0
A0A7M6UNN1,False,0,0,4.0
A0A8J9SEV3,False,0,0,3.0
A0A8U0LTF0,False,0,0,1.0
A0A8U0LTF5,False,0,0,1.0
A0A8U0LTY4,False,0,0,1.0
A0A976XKR0,False,0,0,4.0
A0AAD6J456,False,0,0,4.0
A0AAQ4VMX2,False,0,0,3.0
A0AEI5,False,0,0,1.0
A0AEI6,False,0,0,1.0
A0AIY9,False,0,0,4.0
A0B5B1,False,0,0,3.0
A0C767,False,0,0,2.0
A0FKN6,False,0,0,2.0
A0JMK6,False,0,0,2.0
A0JNL5,False,0,0,2.0
A0JNQ7,False,0,0,2.0
A0MLS4,False,0,0,2.0
A0NDK8,False,0,0,2.0
A0Q1T6,False,0,0,4.0
A0RJ49,False,0,0,4.0
A0RXV1,False,0,0,3.0
A0RZB4,False,0,0,2.0
A0S864,False,0,0,4.0
A0S865,False,0,0,4.0
A0SE59,False,0,0,0.0
A0SE60,False,0,0,0.0
A0SIF1,False,0,0,2.0
A0SIX6,False,0,0,2.0
A0SN38,False,0,0,1.0
A0SN42,False,0,0,1.0
A0SN45,False,0,0,1.0
A0SPI0,False,0,0,1.0
A0SPI1,False,0,0,1.0
A0T099,False,0,0,1.0
A0T0G9,False,0,0,3.0
A0T0S8,False,0,0,1.0
A0T0W2,False,0,0,3.0
A0ZT93,False,0,0,2.0
A0ZZ15,False,0,0,3.0
A0ZZ18,False,0,0,1.0
A1A4K5,False,0,0,2.0
A1C7B5,False,0,0,2.0
A1CBR4,False,0,0,3.0
A1CD22,False,0,0,2.0
A1CIV8,False,0,0,4.0
A1CVV8,False,0,0,4.0
A1D145,False,0,0,4.0
A1DAQ2,False,0,0,4.0
A1DBP9,False,0,0,2.0
A1DDK1,False,0,0,3.0
A1DHY9,False,0,0,2.0
A1DJ47,False,0,0,2.0
A1E9Q4,False,0,0,3.0
A1E9Q7,False,0,0,1.0
A1E9R0,False,0,0,4.0
A1E9Y8,False,0,0,3.0
A1E9Z1,False,0,0,1.0
A1E9Z4,False,0,0,4.0
A1EC31,False,0,0,2.0
A1JKC3,False,0,0,2.0
A1KXI1,False,0,0,2.0
A1L453,False,0,0,2.0
A1R6Q7,False,0,0,3.0
A1RSJ8,False,0,0,3.0
A1RWY6,False,0,0,3.0
A1RX71,False,0,0,3.0
A1SK13,False,0,0,3.0
A1X8B6,False,0,0,0.0
A1X8B8,False,0,0,0.0
A1X8B9,False,0,0,0.0
A1X8C2,False,0,0,0.0
A1X8C3,False,0,0,0.0
A1X8C6,False,0,0,0.0
A1X8D0,False,0,0,0.0
A1X8D1,False,0,0,0.0
A1X8D6,False,0,0,0.0
A1X8D8,False,0,0,0.0
A1X8D9,False,0,0,0.0
A1XFV1,False,0,0,4.0
A1XQU1,False,0,0,3.0
A1Z0M0,False,0,0,3.0
A1ZB64,False,0,0,1.0
A2A5I3,False,0,0,2.0
A2BDG0,False,0,0,2.0
A2BDG5,False,0,0,2.0
A2BDG9,False,0,0,2.0
A2BN24,False,0,0,3.0
A2BN27,False,0,0,3.0
A2BP21,False,0,0,3.0
A2BP71,False,0,0,1.0
A2BUK1,False,0,0,3.0
A2BUQ3,False,0,0,1.0
A2C057,False,0,0,3.0
A2C0A5,False,0,0,1.0
A2C6Q1,False,0,0,3.0
A2CCL2,False,0,0,1.0
A2D4U1,False,0,0,2.0
A2D670,False,0,0,2.0
A2QAH3,False,0,0,4.0
A2QBB6,False,0,0,4.0
A2QBQ3,False,0,0,2.0
A2QCV8,False,0,0,4.0
A2QH21,False,0,0,2.0
A2QL39,False,0,0,4.0
A2QTS4,False,0,0,3.0
A2QUQ2,False,0,0,4.0
A2QYT9,False,0,0,3.0
A2R3L3,False,0,0,3.0
A2R5S4,False,0,0,4.0
A2R8F8,False,0,0,4.0
A2RLA2,False,0,0,4.0
A2SS78,False,0,0,3.0
A2T309,False,0,0,3.0
A2T329,False,0,0,4.0
A2T6K4,False,0,0,2.0
A2V9Z4,False,0,0,3.0
A2VDL6,False,0,0,4.0
A2VDN0,False,0,0,2.0
A2VE33,False,0,0,3.0
A2XHZ9,False,0,0,3.0
A2YFB4,False,0,0,2.0
A2ZBG5,False,0,0,2.0
A2ZC67,False,0,0,4.0
A3BEP8,False,0,0,4.0
A3CUS9,False,0,0,3.0
A3DBS4,False,0,0,4.0
A3DN21,False,0,0,3.0
A3DN27,False,0,0,3.0
A3DT44,False,0,0,0.0
A3F7X1,False,0,0,2.0
A3F7X2,False,0,0,2.0
A3GFU8,False,0,0,2.0
A3MXQ6,False,0,0,3.0
A3PAU3,False,0,0,3.0
A3PAZ3,False,0,0,1.0
A4FYA5,False,0,0,3.0
A4GGA1,False,0,0,4.0
A4GYN9,False,0,0,3.0
A4GYQ5,False,0,0,4.0
A4H220,False,0,0,3.0
A4H221,False,0,0,3.0
A4H222,False,0,0,3.0
A4H223,False,0,0,3.0
A4LA70,False,0,0,2.0
A4QJ96,False,0,0,3.0
A4QJB1,False,0,0,4.0
A4QJI0,False,0,0,3.0
A4QJJ5,False,0,0,4.0
A4QJR4,False,0,0,3.0
A4QJS9,False,0,0,4.0
A4QJZ9,False,0,0,3.0
A4QK14,False,0,0,4.0
A4QK85,False,0,0,3.0
A4QKA1,False,0,0,4.0
A4QKH2,False,0,0,3.0
A4QKI8,False,0,0,4.0
A4QKR1,False,0,0,3.0
A4QKS7,False,0,0,4.0
A4QL00,False,0,0,3.0
A4QL15,False,0,0,4.0
A4QL86,False,0,0,3.0
A4QLA2,False,0,0,4.0
A4QLH5,False,0,0,3.0
A4QLJ0,False,0,0,4.0
A4QLR3,False,0,0,3.0
A4QLS9,False,0,0,4.0
A4TL44,False,0,0,2.0
A4USB4,False,0,0,3.0
A4VUF9,False,0,0,4.0
A4W0Q0,False,0,0,4.0
A4WMZ0,False,0,0,3.0
A4X3P0,False,0,0,3.0
A4XJS7,False,0,0,4.0
A4YIE0,False,0,0,3.0
A4YJ04,False,0,0,3.0
A5A3H1,False,0,0,0.0
A5A3H2,False,0,0,0.0
A5A3H3,False,0,0,0.0
A5A3H4,False,0,0,0.0
A5A3H5,False,0,0,0.0
A5A6H8,False,0,0,2.0
A5A6J6,False,0,0,2.0
A5A6K7,False,0,0,3.0
A5A6M2,False,0,0,2.0
A5A6P7,False,0,0,3.0
A5A752,False,0,0,3.0
A5A8K9,False,0,0,3.0
A5DWI6,False,0,0,2.0
A5GIE8,False,0,0,1.0
A5GIM7,False,0,0,3.0
A5GJU5,False,0,0,3.0
A5GTY4,False,0,0,3.0
A5GTY5,False,0,0,3.0
A5GWF4,False,0,0,1.0
A5H1G9,False,0,0,2.0
A5HAK0,False,0,0,2.0
A5I667,False,0,0,4.0
A5IS17,False,0,0,4.0
A5ITG9,False,0,0,4.0
A5LHG2,False,0,0,2.0
A5LHX3,False,0,0,2.0
A5N6K1,False,0,0,4.0
A5UM14,False,0,0,3.0
A5VKS3,False,0,0,4.0
A6BM07,False,0,0,2.0
A6BM28,False,0,0,3.0
A6BM30,False,0,0,4.0
A6H4Q8,False,0,0,2.0
A6H5E4,False,0,0,3.0
A6H5G7,False,0,0,4.0
A6L3B5,False,0,0,4.0
A6LHQ6,False,0,0,4.0
A6LHQ9,False,0,0,2.0
A6LQR8,False,0,0,4.0
A6M934,False,0,0,0.0
A6M938,False,0,0,0.0
A6MFK7,False,0,0,4.0
A6MFK8,False,0,0,4.0
A6MFK9,False,0,0,2.0
A6MM16,False,0,0,3.0
A6MM32,False,0,0,4.0
A6MMA2,False,0,0,3.0
A6MMB8,False,0,0,4.0
A6MMI8,False,0,0,3.0
A6MMK3,False,0,0,4.0
A6MMS4,False,0,0,3.0
A6MMU0,False,0,0,4.0
A6MVT2,False,0,0,3.0
A6MWS9,False,0,0,1.0
A6MWT0,False,0,0,1.0
A6N6J0,False,0,0,2.0
A6NCE7,False,0,0,2.0
A6ND01,False,0,0,2.0
A6P331,False,0,0,1.0
A6P3B2,False,0,0,3.0
A6QG32,False,0,0,4.0
A6QHI7,False,0,0,4.0
A6QPN6,False,0,0,3.0
A6RPU4,False,0,0,2.0
A6U0U8,False,0,0,4.0
A6U2B3,False,0,0,4.0
A6USJ3,False,0,0,3.0
A6UT20,False,0,0,3.0
A6VK02,False,0,0,3.0
A6XN32,False,0,0,2.0
A6YB85,False,0,0,0.0
A6YF56,False,0,0,3.0
A6YR20,False,0,0,0.0
A6YR21,False,0,0,0.0
A6YR40,False,0,0,0.0
A6YR42,False,0,0,0.0
A6YRN9,False,0,0,2.0
A6ZL22,False,0,0,3.0
A6ZQH2,False,0,0,2.0
A6ZQH4,False,0,0,2.0
A6ZSH9,False,0,0,1.0
A6ZY20,False,0,0,3.0
A6ZZG0,False,0,0,2.0
A6ZZG1,False,0,0,2.0
A6ZZH2,False,0,0,3.0
A7E8H4,False,0,0,2.0
A7FFL9,False,0,0,2.0
A7FXU7,False,0,0,4.0
A7GHK3,False,0,0,4.0
A7GT16,False,0,0,3.0
A7GTC2,False,0,0,4.0
A7I841,False,0,0,3.0
A7KE01,False,0,0,3.0
A7KII6,False,0,0,3.0
A7LAC6,False,0,0,2.0
A7LAC7,False,0,0,2.0
A7LCJ2,False,0,0,2.0
A7LI90,False,0,0,0.0
A7LI91,False,0,0,0.0
A7LI92,False,0,0,0.0
A7M4E1,False,0,0,3.0
A7M8Y6,False,0,0,3.0
A7M8Z7,False,0,0,4.0
A7M962,False,0,0,4.0
A7RMN1,False,0,0,1.0
A7SCE5,False,0,0,0.0
A7SRR3,False,0,0,1.0
A7ST80,False,0,0,0.0
A7TLD4,False,0,0,1.0
A7UDM9,False,0,0,4.0
A7UKV5,False,0,0,3.0
A7WNV3,False,0,0,1.0
A7WNV4,False,0,0,1.0
A7WNV5,False,0,0,1.0
A7WNV6,False,0,0,1.0
A7WNV7,False,0,0,1.0
A7X149,False,0,0,4.0
A7X362,False,0,0,4.0
A7X3S0,False,0,0,4.0
A7X3S2,False,0,0,4.0
A7X3V0,False,0,0,4.0
A7Y395,False,0,0,3.0
A7Y3C5,False,0,0,4.0
A7YY44,False,0,0,4.0
A7Z070,False,0,0,3.0
A7Z6W8,False,0,0,3.0
A7Z783,False,0,0,4.0
A8AA46,False,0,0,3.0
A8AB58,False,0,0,3.0
A8AWF9,False,0,0,4.0
A8B5P0,False,0,0,1.0
A8B5P7,False,0,0,1.0
A8B5Q0,False,0,0,1.0
A8CL69,False,0,0,3.0
A8D888,False,0,0,3.0
A8DS38,False,0,0,3.0
A8DY01,False,0,0,1.0
A8FFD9,False,0,0,3.0
A8FFT0,False,0,0,4.0
A8G2T2,False,0,0,1.0
A8G5N5,False,0,0,3.0
A8M8R5,False,0,0,3.0
A8MBW0,False,0,0,3.0
A8Q7G1,False,0,0,4.0
A8QL53,False,0,0,2.0
A8QL56,False,0,0,2.0
A8QL57,False,0,0,2.0
A8S6B3,False,0,0,4.0
A8SE40,False,0,0,3.0
A8W3A5,False,0,0,3.0
A8W3C0,False,0,0,4.0
A8W3H2,False,0,0,3.0
A8W3I3,False,0,0,4.0
A8W7M4,False,0,0,0.0
A8W7M6,False,0,0,0.0
A8W7M7,False,0,0,0.0
A8W7M9,False,0,0,0.0
A8W7N0,False,0,0,0.0
A8W7N1,False,0,0,0.0
A8W7N2,False,0,0,0.0
A8W7N3,False,0,0,0.0
A8W7N4,False,0,0,0.0
A8W7N5,False,0,0,0.0
A8W7N6,False,0,0,0.0
A8W7N7,False,0,0,0.0
A8W7N8,False,0,0,0.0
A8W7N9,False,0,0,0.0
A8W7P0,False,0,0,0.0
A8W7P1,False,0,0,0.0
A8W7P2,False,0,0,0.0
A8W7P3,False,0,0,0.0
A8WTF8,False,0,0,3.0
A8WU84,False,0,0,3.0
A8Y7N4,False,0,0,0.0
A8Y7N7,False,0,0,0.0
A8Y7N8,False,0,0,0.0
A8Y7N9,False,0,0,0.0
A8Y7P5,False,0,0,0.0
A8Y9F0,False,0,0,3.0
A8Y9F6,False,0,0,4.0
A8YPR6,False,0,0,4.0
A8YPR9,False,0,0,4.0
A8Z1R1,False,0,0,4.0
A8Z2H3,False,0,0,4.0
A9A2U7,False,0,0,3.0
A9A4A1,False,0,0,3.0
A9A788,False,0,0,3.0
A9CM07,False,0,0,1.0
A9KMF6,False,0,0,4.0
A9L976,False,0,0,3.0
A9L992,False,0,0,4.0
A9LYI1,False,0,0,4.0
A9P3S1,False,0,0,3.0
A9R3T6,False,0,0,2.0
A9UGV5,False,0,0,1.0
A9UGV6,False,0,0,1.0
A9UGV7,False,0,0,1.0
A9UH01,False,0,0,0.0
A9VHU8,False,0,0,3.0
A9VIR7,False,0,0,4.0
A9XDG0,False,0,0,3.0
A9XDG1,False,0,0,3.0
A9XDG2,False,0,0,3.0
A9XDG3,False,0,0,3.0
A9XFZ7,False,0,0,0.0
B0BK71,False,0,0,3.0
B0BK72,False,0,0,3.0
B0BND0,False,0,0,3.0
B0C6Z7,False,0,0,1.0
B0CB14,False,0,0,3.0
B0CPC6,False,0,0,4.0
B0FYL5,False,0,0,3.0
B0I1T2,False,0,0,2.0
B0JIS8,False,0,0,3.0
B0JSW8,False,0,0,1.0
B0K416,False,0,0,4.0
B0KAC0,False,0,0,4.0
B0KZ78,False,0,0,0.0
B0KZ79,False,0,0,0.0
B0L0Y5,False,0,0,0.0
B0L0Y6,False,0,0,2.0
B0R2U4,False,0,0,2.0
B0R4C8,False,0,0,3.0
B0TBW5,False,0,0,4.0
B0VXV8,False,0,0,4.0
B0XPA1,False,0,0,4.0
B0XT09,False,0,0,2.0
B0XT72,False,0,0,2.0
B0XTU6,False,0,0,2.0
B0XVI5,False,0,0,2.0
B0XXF8,False,0,0,2.0
B0XZV8,False,0,0,4.0
B0Y1V8,False,0,0,3.0
B0Y4Z4,False,0,0,4.0
B0Y665,False,0,0,4.0
B0Y8H9,False,0,0,2.0
B0YAH0,False,0,0,4.0
B0YPN1,False,0,0,3.0
B0Z4K6,False,0,0,3.0
B0Z4M1,False,0,0,4.0
B0Z4U0,False,0,0,3.0
B0Z4V5,False,0,0,4.0
B0Z524,False,0,0,3.0
B0Z539,False,0,0,4.0
B0Z5A8,False,0,0,3.0
B0Z5C3,False,0,0,4.0
B0ZE70,False,0,0,4.0
B0ZT25,False,0,0,2.0
B1A915,False,0,0,3.0
B1A931,False,0,0,4.0
B1AIJ8,False,0,0,4.0
B1AVD1,False,0,0,2.0
B1B213,False,0,0,2.0
B1B5I9,False,0,0,0.0
B1B5J0,False,0,0,2.0
B1B6T1,False,0,0,4.0
B1IBP4,False,0,0,4.0
B1ILY6,False,0,0,4.0
B1IQZ3,False,0,0,2.0
B1JR58,False,0,0,2.0
B1KZR4,False,0,0,4.0
B1L6S7,False,0,0,3.0
B1NRQ8,False,0,0,3.0
B1NRQ9,False,0,0,3.0
B1NRR0,False,0,0,3.0
B1NRR1,False,0,0,3.0
B1NRR2,False,0,0,3.0
B1NRR3,False,0,0,3.0
B1NWD0,False,0,0,3.0
B1NWE6,False,0,0,4.0
B1NWR6,False,0,0,0.0
B1NWR7,False,0,0,0.0
B1NWS1,False,0,0,0.0
